row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
Ký quỹ cho các hợp đồng tiếp thị và phân phối dư án bất động sản,Ngắn hạn > Ký quỹ cho các hợp đồng tiếp thị và phân phối dư án bất động sản,Ký quỹ cho các hợp đồng tiếp thị và phân phối dư án bất động sản,2.411.309.000.000,2.185.450.000.000,2411309000000.0,2185450000000.0
Tạm hoàn lại tiền thu hộ chủ đầu tư,Ngắn hạn > Tạm hoàn lại tiền thu hộ chủ đầu tư,Tạm hoàn lại tiền thu hộ chủ đầu tư,1.200.364.392.098,1.762.642.935.893,1200364392098.0,1762642935893.0
Cổ tức,Ngắn hạn > Cổ tức,Cổ tức,30.210.188.421,40.198.492.515,30210188421.0,40198492515.0
Khác,Ngắn hạn > Khác,Khác,52.540.531.174,32.899.607.871,52540531174.0,32899607871.0
,,,3.694.424.111.693,4.021.191.036.279,3694424111693.0,4021191036279.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Ký quỹ, ký cược","Dài hạn > Ký quỹ, ký cược","Ký quỹ, ký cược",-,69.264.000.000,,69264000000.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,3.694.424.111.693,4.090.455.036.279,3694424111693.0,4090455036279.0
Dự phòng phải thu khác,Dài hạn > Dự phòng phải thu khác,Dự phòng phải thu khác,(13.159.819.952),(13.020.619.952),-13159819952.0,-13020619952.0
GIÁ TRỊ THUÀN,Dài hạn > GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,3.681.264.291.741,4.077.434.416.327,3681264291741.0,4077434416327.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Bên liên quan (Thuyết minh số 22),Trong đó: > Bên liên quan (Thuyết minh số 22),Bên liên quan (Thuyết minh số 22),3.662.549.608.365,4.067.236.384.761,3662549608365.0,4067236384761.0
Bên khác,Trong đó: > Bên khác,Bên khác,31.874.503.328,23.218.651.518,31874503328.0,23218651518.0
