row_label_raw,row_label_full,Mã số,CHÍ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHÍ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1,1,1,Doanh thu bán hàng và cung cấp dịch vụ,17.1,794.912.444.538,102.137.536.313,,171.0,794912444538.0,102137536313.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,17.1,794.912.444.538,102.137.536.313,,171.0,794912444538.0,102137536313.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,18,(625.102.182.519),(38.665.490.299),,18.0,-625102182519.0,-38665490299.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,169.810.262.019,63.472.046.014,,,169810262019.0,63472046014.0
21,21,21,Doanh thu hoạt động tài chính,17.2,124.582.033.009,8.786.866.224,,172.0,124582033009.0,8786866224.0
22,22,22,Chi phí tài chính,19,(595.752.055),(23.868.740.236),,19.0,-595752055.0,-23868740236.0
25,25,25,Chi phí bán hàng,20,(21.037.132.342),(14.682.000.025),,20.0,-21037132342.0,-14682000025.0
26,26,26,Chi phí quản lý doanh nghiệp,20,(20.091.598.640),(13.631.296.819),,20.0,-20091598640.0,-13631296819.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,252.667.811.991,20.076.875.158,,,252667811991.0,20076875158.0
31,31,31,Thu nhập khác,,538.348.680,943.547.316,,,538348680.0,943547316.0
32,32,32,Chi phí khác,,(652.560.202),(629.253.318),,,-652560202.0,-629253318.0
40,40,40,(Lỗ) lợi nhuận khác,,(114.211.522),314.293.998,,,-114211522.0,314293998.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,252.553.600.469,20.391.169.156,,,252553600469.0,20391169156.0
51,51,51,Chi phí thuế TNDN hiện hành,21.1,(12.146.157.218),(18.382.997),,211.0,-12146157218.0,-18382997.0
52,52,52,(Chi phí) thu nhập thuế TNDN hoãn lại,21.4,(45.578.931),6.000.000,,214.0,-45578931.0,6000000.0
60,60,60,Lợi nhuận sau thuế TNDN,,240.361.864.320,20.378.786.159,,,240361864320.0,20378786159.0
