row_label_raw,row_label_full,col_0,Số cuối nămVND,Số đầu nămVND,numeric__Số cuối nămVND,numeric__Số đầu nămVND
Phải thu khách hàng,Phải thu khách hàng,Phải thu khách hàng,25.362.958.490,19.520.225.685,25362958490.0,19520225685.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,8.811.569.499,3.919.896.800,8811569499.0,3919896800.0
Công ty SanVig - CTCP,Công ty SanVig - CTCP,Công ty SanVig - CTCP,5.305.983.857,6.476.701.000,5305983857.0,6476701000.0
Công ty TNHH Kính nối Việt Nam,Công ty TNHH Kính nối Việt Nam,Công ty TNHH Kính nối Việt Nam,3.945.711.610,1.940.563.260,3945711610.0,1940563260.0
Công ty Cổ phần Vinafacade,Công ty Cổ phần Vinafacade,Công ty Cổ phần Vinafacade,3.251.146.276,3.251.146.276,3251146276.0,3251146276.0
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,2.201.949.698,1.900.840.071,2201949698.0,1900840071.0
Công ty Cổ phần Gạch chịu lửa Cầu Đường,Công ty Cổ phần Gạch chịu lửa Cầu Đường,Công ty Cổ phần Gạch chịu lửa Cầu Đường,1.045.739.585,318.264.100,1045739585.0,318264100.0
Công ty Cổ phần Gốm Xây dựng Yên Hưng,Công ty Cổ phần Gốm Xây dựng Yên Hưng,Công ty Cổ phần Gốm Xây dựng Yên Hưng,734.365.462,1.613.021.675,734365462.0,1613021675.0
Công ty Cổ phần Gạch ngói Từ Sơn,Công ty Cổ phần Gạch ngói Từ Sơn,Công ty Cổ phần Gạch ngói Từ Sơn,66.492.503,66.492.503,66492503.0,66492503.0
Công ty TNHH Kính nối siêu trắng Phú Mỹ,Công ty TNHH Kính nối siêu trắng Phú Mỹ,Công ty TNHH Kính nối siêu trắng Phú Mỹ,-,33.300.000,,33300000.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,5.188.768.875,14.657.118.240,5188768875.0,14657118240.0
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,2.892.350.402,10.198.066.563,2892350402.0,10198066563.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,1.844.594.036,2.744.594.036,1844594036.0,2744594036.0
Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,Công ty Cổ phần Viglacera Hạ Long II,451.824.437,1.268.865.793,451824437.0,1268865793.0
Công ty Cổ phần Vinafacade,Công ty Cổ phần Vinafacade,Công ty Cổ phần Vinafacade,-,445.591.848,,445591848.0
Phải thu khác,Phải thu khác,Phải thu khác,5.459.648.296,7.584.224.548,5459648296.0,7584224548.0
Công ty Cổ phần Gạch chịu lửa Cầu Đường,Công ty Cổ phần Gạch chịu lửa Cầu Đường,Công ty Cổ phần Gạch chịu lửa Cầu Đường,2.701.986.296,2.701.986.296,2701986296.0,2701986296.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,2.006.710.000,2.113.182.916,2006710000.0,2113182916.0
Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,Công ty Cổ phần Viglacera Đông Triều,750.952.000,2.769.055.336,750952000.0,2769055336.0
Phải trả người bán,Phải trả người bán,Phải trả người bán,12.759.048.250,17.325.471.727,12759048250.0,17325471727.0
Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,Công ty Cổ phần Đầu tư và Xuất nhập khẩu Viglacera,12.759.048.250,16.165.213.073,12759048250.0,16165213073.0
Công ty Cổ phần Gạch ngói Từ Sơn,Công ty Cổ phần Gạch ngói Từ Sơn,Công ty Cổ phần Gạch ngói Từ Sơn,-,894.861.944,,894861944.0
Công ty Cổ phần Vinafacade,Công ty Cổ phần Vinafacade,Công ty Cổ phần Vinafacade,-,265.396.710,,265396710.0
Phải trả khác,Phải trả khác,Phải trả khác,-,99.200.627,,99200627.0
Công ty TNHH Kính nối siêu trắng Phú Mỹ,Công ty TNHH Kính nối siêu trắng Phú Mỹ,Công ty TNHH Kính nối siêu trắng Phú Mỹ,-,99.000.000,,99000000.0
Công ty Cổ phần Vinafacade,Công ty Cổ phần Vinafacade,Công ty Cổ phần Vinafacade,-,200.627,,200627.0
