row_label_raw,row_label_full,Bảng cân đối kế toán hợp nhất,Bảng cân đối kế toán hợp nhất_1,Bảng cân đối kế toán hợp nhất_2,Bảng cân đối kế toán hợp nhất_3,Bảng cân đối kế toán hợp nhất_4,Bảng cân đối kế toán hợp nhất_5,Bảng cân đối kế toán hợp nhất_6,Bảng cân đối kế toán hợp nhất_7,Bảng cân đối kế toán hợp nhất_8,numeric__Bảng cân đối kế toán hợp nhất_1,numeric__Bảng cân đối kế toán hợp nhất_2,numeric__Bảng cân đối kế toán hợp nhất_3,numeric__Bảng cân đối kế toán hợp nhất_4,numeric__Bảng cân đối kế toán hợp nhất_5,numeric__Bảng cân đối kế toán hợp nhất_6,numeric__Bảng cân đối kế toán hợp nhất_7,numeric__Bảng cân đối kế toán hợp nhất_8
,,,Nhóm bất động sản và xây dựng,"Nhóm kính, gưỡng","Nhóm sử, sen vòi và phụ kiện",Nhóm gạch ốp lát,"Nhóm gạch, ngói đất sét nung",Bộ phận khác,Loại trừ nội bộ,Tổng cộng các bộ phận,,,,,,,,
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,13.488.528.663.471,1.237.672.733.173,1.561.101.437.731,2.397.740.053.226,1.337.261.462.057,409.055.127.529,(3.274.348.652.448),17.157.010.824.739820.201.154.504,13488528663471.0,1237672733173.0,1561101437731.0,2397740053226.0,1337261462057.0,409055127529.0,-3274348652448.0,1.715701082473982e+25
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,,,,,,,,,,,,,
Tổng tài sản,Tài sản không phân bổ > Tổng tài sản,Tổng tài sản,13.488.528.663.471,1.237.672.733.173,1.561.101.437.731,2.397.740.053.226,1.337.261.462.057,409.055.127.529,(3.274.348.652.448),17.977.211.979.243,13488528663471.0,1237672733173.0,1561101437731.0,2397740053226.0,1337261462057.0,409055127529.0,-3274348652448.0,17977211979243.0
Nợ phải trả của các bộ phận,Tài sản không phân bổ > Nợ phải trả của các bộ phận,Nợ phải trả của các bộ phận,(9.794.284.324.983),(971.838.314.770),(1.340.520.245.758),(1.901.509.171.884),(681.458.548.829),(61.051.676.779),3.932.715.048.819,(10.817.947.234.184)(61.124.779.884),-9794284324983.0,-971838314770.0,-1340520245758.0,-1901509171884.0,-681458548829.0,-61051676779.0,3932715048819.0,
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,,,,,,,,,,,,,
Tổng nợ phải trả,Tài sản không phân bổ > Tổng nợ phải trả,Tổng nợ phải trả,(9.794.284.324.983),(971.838.314.770),(1.340.520.245.758),(1.901.509.171.884),(681.458.548.829),(61.051.676.779),3.932.715.048.819,(10.879.072.014.068),-9794284324983.0,-971838314770.0,-1340520245758.0,-1901509171884.0,-681458548829.0,-61051676779.0,3932715048819.0,-10879072014068.0
