row_label_raw,row_label_full,Ngân hàng/Tổ chức cho vay,Số cuối năm,Số đầu năm,Thời hạn cho vay/ngày đáo hạn,Lãi suất,Mục đích vay,Tài sản đảm bảo,numeric__Số cuối năm,numeric__Số đầu năm,numeric__Thời hạn cho vay/ngày đáo hạn,numeric__Lãi suất,numeric__Mục đích vay,numeric__Tài sản đảm bảo
,,,,,,,và các loại vật liệu xây dựng khác,,,,,,,
Ngân hàng TMCP Tiên Phong,Ngân hàng TMCP Tiên Phong,Ngân hàng TMCP Tiên Phong,19.991.372.894,-,Theo từng lần nhận nợ nhưng không quá 12 tháng,"6,20%",Bố sung vốn lưu động,Tín chấp,19991372894.0,,,0.062,,
Ngân hàng TMCP Sài Gòn - Hà Nội,Ngân hàng TMCP Sài Gòn - Hà Nội,Ngân hàng TMCP Sài Gòn - Hà Nội,2.331.924.446,2.331.924.446,Theo từng lần nhận nợ nhưng không quá 12 tháng,Thả nổi,Bố sung vốn lưu động,Hàng tồn kho tại kho Sô đa và kho số 3 của Công ty Cổ phần Kính Đáp Cầu,2331924446.0,2331924446.0,,,,
Ngân hàng TMCP Việt Nam Thịnh Vượng,Ngân hàng TMCP Việt Nam Thịnh Vượng,Ngân hàng TMCP Việt Nam Thịnh Vượng,-,2.967.099.610,Hợp đồng ngắn hạn 1 năm và các thỏa thuận gia hạn hợp đồng,Thả nổi,Bố sung vốn lưu động,Tài sản cố định,,2967099610.0,,,,
Ngân hàng TMCP Quốc tế Việt Nam,Ngân hàng TMCP Quốc tế Việt Nam,Ngân hàng TMCP Quốc tế Việt Nam,-,2.695.127.310,Hợp đồng ngắn hạn 1 năm và các thỏa thuận gia hạn hợp đồng,Thả nổi,Bố sung vốn lưu động,Tài sản cố định,,2695127310.0,,,,
