row_label_raw,row_label_full,Thuế suất thuế TNDN sử dụng để xác định giá trị thuế thu nhập hoãn lại phải trả,Số cuối nămVND > 20%,Số đầu nămVND > 20%,numeric__Số cuối nămVND > 20%,numeric__Số đầu nămVND > 20%
Thuế thu nhập hoãn lại phải trả phát sinh từ các khoản chênh lệch tạm thời chịu thuế,Thuế thu nhập hoãn lại phải trả phát sinh từ các khoản chênh lệch tạm thời chịu thuế,Thuế thu nhập hoãn lại phải trả phát sinh từ các khoản chênh lệch tạm thời chịu thuế,129.641.974.047,69.556.972.295,129641974047.0,69556972295.0
Số bù trừ với tài sản thuế thu nhập hoãn lại,Số bù trừ với tài sản thuế thu nhập hoãn lại,Số bù trừ với tài sản thuế thu nhập hoãn lại,(11.154.776.394),(8.432.192.411),-11154776394.0,-8432192411.0
Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,Thuế thu nhập hoãn lại phải trả,118.487.197.653,61.124.779.884,118487197653.0,61124779884.0
