row_label_raw,row_label_full,col_0,Năm nayVND,Năm trướcVND,numeric__Năm nayVND,numeric__Năm trướcVND
Doanh thu bán hàng,Doanh thu bán hàng,Doanh thu bán hàng,8.117.186.596.626,7.314.939.705.416,8117186596626.0,7314939705416.0
Doanh thu bán hàng hóa bắt động sản,Doanh thu bán hàng hóa bắt động sản,Doanh thu bán hàng hóa bắt động sản,874.289.244.292,403.343.620.008,874289244292.0,403343620008.0
"Doanh thu bán các sản phẩm kính, gưỡng","Doanh thu bán các sản phẩm kính, gưỡng","Doanh thu bán các sản phẩm kính, gưỡng",1.669.841.280.562,884.778.344.563,1669841280562.0,884778344563.0
"Doanh thu bán các sản phẩm sử, sen vòi và phụ kiện","Doanh thu bán các sản phẩm sử, sen vòi và phụ kiện","Doanh thu bán các sản phẩm sử, sen vòi và phụ kiện",1.026.094.999.890,1.092.565.714.980,1026094999890.0,1092565714980.0
Doanh thu bán các sản phẩm gạch ốp lát,Doanh thu bán các sản phẩm gạch ốp lát,Doanh thu bán các sản phẩm gạch ốp lát,2.585.000.782.616,2.758.602.505.896,2585000782616.0,2758602505896.0
"Doanh thu bán các sản phẩm gach, ngói đất sét nung","Doanh thu bán các sản phẩm gach, ngói đất sét nung","Doanh thu bán các sản phẩm gach, ngói đất sét nung",1.706.582.105.579,1.988.639.067.860,1706582105579.0,1988639067860.0
"Doanh thu bán các sản phẩm bao bì, má phanh","Doanh thu bán các sản phẩm bao bì, má phanh","Doanh thu bán các sản phẩm bao bì, má phanh",58.345.756.649,8.673.585.961,58345756649.0,8673585961.0
Doanh thu bán sản phẩm bề tông khí,Doanh thu bán sản phẩm bề tông khí,Doanh thu bán sản phẩm bề tông khí,68.899.692.413,56.369.771.730,68899692413.0,56369771730.0
"Doanh thu từ khai thác, chế biến và kinh doanh khoáng sản và vận chuyển","Doanh thu từ khai thác, chế biến và kinh doanh khoáng sản và vận chuyển","Doanh thu từ khai thác, chế biến và kinh doanh khoáng sản và vận chuyển",103.830.815.568,99.537.304.050,103830815568.0,99537304050.0
Doanh thu bán hàng khác,Doanh thu bán hàng khác,Doanh thu bán hàng khác,24.301.919.057,22.429.790.368,24301919057.0,22429790368.0
Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,Doanh thu cung cấp dịch vụ,3.002.965.718.460,2.068.053.490.038,3002965718460.0,2068053490038.0
"Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp","Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp","Dịch vụ cho thuê bắt động sản, hạ tầng khu công nghiệp",2.552.290.506.184,1.624.336.315.849,2552290506184.0,1624336315849.0
"Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư","Doanh thu từ các dịch vụ liên quan tới quản lý, vận hành các khu công nghiệp, khu đô thị, chung cư",406.371.537.833,377.556.396.824,406371537833.0,377556396824.0
Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,Dịch vụ tư vấn xây dựng và thí nghiệp vật liệu xây dựng,11.153.880.069,10.705.648.553,11153880069.0,10705648553.0
"Dịch vụ lắp đặt khung nhôm, vách kính, các loại cửa","Dịch vụ lắp đặt khung nhôm, vách kính, các loại cửa","Dịch vụ lắp đặt khung nhôm, vách kính, các loại cửa",1.878.211.068,5.633.843.701,1878211068.0,5633843701.0
Doanh thu về phí duy trì và phát triển thương hiệu,Doanh thu về phí duy trì và phát triển thương hiệu,Doanh thu về phí duy trì và phát triển thương hiệu,671.325.000,1.351.925.000,671325000.0,1351925000.0
Dịch vụ khác,Dịch vụ khác,Dịch vụ khác,30.600.258.306,48.469.360.111,30600258306.0,48469360111.0
Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,Doanh thu hợp đồng xây dựng,90.994.103.225,72.272.696.207,90994103225.0,72272696207.0
,,,11.211.146.418.311,9.455.265.891.661,11211146418311.0,9455265891661.0
Trong đó: Doanh thu với các bên liên quan(chi tiết tại Thuyết minh số 43),Trong đó: Doanh thu với các bên liên quan(chi tiết tại Thuyết minh số 43),Trong đó: Doanh thu với các bên liên quan(chi tiết tại Thuyết minh số 43),71.718.950.312,74.745.205.965,71718950312.0,74745205965.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,,,,
Hàng bán bị trả lại,Các khoản giảm trừ doanh thu > Hàng bán bị trả lại,Hàng bán bị trả lại,16.833.049.189,22.216.906.381,16833049189.0,22216906381.0
,,,16.833.049.189,22.216.906.381,16833049189.0,22216906381.0
