row_label_raw,row_label_full,col_0,Số đầu năm > Giá trị,Số đầu năm > VND Số có khả năng trả nợ,Số đầu năm > Tăng,Trong năm > Tăng do hợp nhất kinh doanh,Trong năm > VND Giảm,Số cuối năm > Giá trị,Số cuối năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > VND Số có khả năng trả nợ,numeric__Số đầu năm > Tăng,numeric__Trong năm > Tăng do hợp nhất kinh doanh,numeric__Trong năm > VND Giảm,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > VND Số có khả năng trả nợ
Vay dài hạn,Vay dài hạn,Vay dài hạn,591.450.933.550,591.450.933.550,509.316.369.544,1.347.500.000.000,398.542.053.961,2.049.725.249.133,2.049.725.249.133,591450933550.0,591450933550.0,509316369544.0,1347500000000.0,398542053961.0,2049725249133.0,2049725249133.0
Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,Nợ thuê tài chính dài hạn,110.249.998.630,110.249.998.630,88.073.988.696,-,58.856.794.254,139.467.193.072,139.467.193.072,110249998630.0,110249998630.0,88073988696.0,,58856794254.0,139467193072.0,139467193072.0
,,,701.700.932.180,701.700.932.180,597.390.358.240,1.347.500.000.000,457.398.848.215,2.189.192.442.205,2.189.192.442.205,701700932180.0,701700932180.0,597390358240.0,1347500000000.0,457398848215.0,2189192442205.0,2189192442205.0
Trong đó:- Số phải trả trong vòng 12 tháng,Trong đó:- Số phải trả trong vòng 12 tháng,Trong đó:- Số phải trả trong vòng 12 tháng,300.190.516.532,,,,,447.056.298.282,,300190516532.0,,,,,447056298282.0,
- Số phải trả sau 12 tháng,- Số phải trả sau 12 tháng,- Số phải trả sau 12 tháng,401.510.415.648,,,,,1.742.136.143.923,,401510415648.0,,,,,1742136143923.0,
