row_label_raw,row_label_full,Trong vòng một năm > Trong năm thứ hai > Từ năm thứ ba đến năm thứ năm > Sau năm năm,Số cuối nămVND > 447.056.298.282 > 335.233.622.453 > 633.967.121.470 > 772.935.400.000,Số đầu nămVND > 300.190.516.532 > 297.073.267.827 > 96.760.818.874 > 7.676.328.947,numeric__Số cuối nămVND > 447.056.298.282 > 335.233.622.453 > 633.967.121.470 > 772.935.400.000,numeric__Số đầu nămVND > 300.190.516.532 > 297.073.267.827 > 96.760.818.874 > 7.676.328.947
,,,2.189.192.442.205,701.700.932.180,2189192442205.0,701700932180.0
Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,(447.056.298.282),(300.190.516.532),-447056298282.0,-300190516532.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,1.742.136.143.923,401.510.415.648,1742136143923.0,401510415648.0
