row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Năm nay,Năm trước(Trình bày lại),numeric__CHỈ TIÊU,numeric__Mã số,numeric__Năm nay,numeric__Năm trước(Trình bày lại)
I.,I.,I.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,1.541.436.632.197,840.701.051.995,,1.0,1541436632197.0,840701051995.0
2.,I. > 2.,2.,Điều chỉnh cho các khoản:Khấu hao tài sản cố định và bắt động sản đầu tư,02,2.106.650.199.988,1.248.630.243.161,,2.0,2106650199988.0,1248630243161.0
2.,I. > 2.,2.,Các khoản dự phòng,03,139.736.966.434,104.664.461.092,,3.0,139736966434.0,104664461092.0
2.,I. > 2.,2.,Lỗ chênh lệch tỷ giá hồi đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ(Lãi) từ hoạt động đầu tư,04,3.984.886.140,2.254.497.223,,4.0,3984886140.0,2254497223.0
2.,I. > 2.,2.,Chi phí lãi vay,05,(303.319.266.498),(90.972.736.368),,5.0,-303319266498.0,-90972736368.0
2.,I. > 2.,2.,Các khoản điều chỉnh khác,06,160.711.679.097,160.976.347.894,,6.0,160711679097.0,160976347894.0
3.,I. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,07,100.000.000.000,40.404.444.939,,7.0,100000000000.0,40404444939.0
3.,I. > 3.,3.,Thay đổi các khoản phải thu,08,3.749.201.097.358,2.306.658.309.936,,8.0,3749201097358.0,2306658309936.0
3.,I. > 3.,3.,Thay đổi hàng tồn kho,09,33.977.368.466,13.503.859.849,,9.0,33977368466.0,13503859849.0
3.,I. > 3.,3.,"Thay đổi các khoản phải trả (Không kế lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",10,178.239.847.252,(94.484.342.208),,10.0,178239847252.0,-94484342208.0
3.,I. > 3.,3.,Thay đổi chi phí trả trước,11,1.356.536.267.276,917.157.942.835,,11.0,1356536267276.0,917157942835.0
3.,I. > 3.,3.,Tiền lãi vay đã trả,12,4.099.614.859,32.182.450.005,,12.0,4099614859.0,32182450005.0
3.,I. > 3.,3.,Thuế thu nhập doanh nghiệp đã nộp,14,(141.489.547.492),(163.343.697.248),,14.0,-141489547492.0,-163343697248.0
3.,I. > 3.,3.,Tiền thu khác từ hoạt động kinh doanh,15,(295.005.877.942),(190.726.111.419),,15.0,-295005877942.0,-190726111419.0
3.,I. > 3.,3.,Tiền chi khác cho hoạt động kinh doanh,16,2.432.278.000,479.080.896,,16.0,2432278000.0,479080896.0
3.,I. > 3.,3.,Lưu chuyển tiền thuần từ hoạt động kinh doanh,17,(93.106.782.482),(48.140.633.362),,17.0,-93106782482.0,-48140633362.0
3.,I. > 3.,3.,,20,4.794.884.265.295,2.773.286.859.284,,20.0,4794884265295.0,2773286859284.0
II.,II.,II.,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,LƯU CHUYỄN TIỀN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,
1.,II. > 1.,1.,"Tiền chi mua sắm, xây dựng TSCĐ và các tài sản dài hạn khác",21,(3.386.369.352.153),(2.777.858.190.225),,21.0,-3386369352153.0,-2777858190225.0
2.,II. > 2.,2.,"Tiền thu thanh lý, nhượng bán TSCĐ và các tài sản dài hạn khác",22,77.746.538.267,16.985.009.273,,22.0,77746538267.0,16985009273.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua công cụ nợ của đơn vị khác",23,(114.649.456.269),(23.854.022.378),,23.0,-114649456269.0,-23854022378.0
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,18.950.000.000,33.824.500.000,,24.0,18950000000.0,33824500000.0
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,(139.641.942.534),(23.314.863.402),,25.0,-139641942534.0,-23314863402.0
6.,II. > 6.,6.,Tiền thu hồi đầu tư vốn vào đơn vị khác,26,-,9.487.023.820,,26.0,,9487023820.0
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,20.550.956.408,54.920.471.951,,27.0,20550956408.0,54920471951.0
7.,II. > 7.,7.,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,(3.523.413.256.281),(2.709.810.070.961),,30.0,-3523413256281.0,-2709810070961.0
