row_label_raw,row_label_full,col_0,Nhóm bắt động sản và xây dựng,"Nhóm kính, gương","Nhóm súr, sen vòi và phụ kiện",Nhóm gạch ốp lát,"Nhóm gạch, ngói đất sét nung",Bộ phận khác,Loại trừ nội bộ,Tổng cộng các bộ phận,numeric__Nhóm bắt động sản và xây dựng,"numeric__Nhóm kính, gương","numeric__Nhóm súr, sen vòi và phụ kiện",numeric__Nhóm gạch ốp lát,"numeric__Nhóm gạch, ngói đất sét nung",numeric__Bộ phận khác,numeric__Loại trừ nội bộ,numeric__Tổng cộng các bộ phận
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,17.808.552.297.025,3.907.947.701.718,1.548.420.106.573,2.915.687.354.920,1.181.523.038.507,507.551.245.599,(6.490.732.767.184),21.378.948.977.158,17808552297025.0,3907947701718.0,1548420106573.0,2915687354920.0,1181523038507.0,507551245599.0,-6490732767184.0,21378948977158.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,,,,,,618.102.245.661,,,,,,,,618102245661.0
Tổng tài sản,Tổng tài sản,Tổng tài sản,17.808.552.297.025,3.907.947.701.718,1.548.420.106.573,2.915.687.354.920,1.181.523.038.507,507.551.245.599,(6.490.732.767.184),21.997.051.222.819,17808552297025.0,3907947701718.0,1548420106573.0,2915687354920.0,1181523038507.0,507551245599.0,-6490732767184.0,21997051222819.0
Nợ phải trả của các bộ phận,Nợ phải trả của các bộ phận,Nợ phải trả của các bộ phận,(13.283.522.638.415),(2.581.635.871.473),(1.347.647.241.217),(2.126.470.590.887),(558.074.507.539),(162.021.484.993),33.818.067.251.716,13.758.694.917.192,-13283522638415.0,-2581635871473.0,-1347647241217.0,-2126470590887.0,-558074507539.0,-162021484993.0,33818067251716.0,13758694917192.0
Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,Nợ phải trả không phân bổ,,,,,,,,(118.487.197.653),,,,,,,,-118487197653.0
Tổng nợ phải trả,Tổng nợ phải trả,Tổng nợ phải trả,(13.283.522.638.415),(2.581.635.871.473),(1.347.647.241.217),(2.126.470.590.887),(558.074.507.539),(162.021.484.993),33.818.067.251.716,13.640.207.719.539,-13283522638415.0,-2581635871473.0,-1347647241217.0,-2126470590887.0,-558074507539.0,-162021484993.0,33818067251716.0,13640207719539.0
