row_label_raw,row_label_full,col_0,Tại ngày31/12/2020VND,Tại ngày01/01/2020VND,numeric__Tại ngày31/12/2020VND,numeric__Tại ngày01/01/2020VND
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
Phải trả khác cho bên liên quan,Ngắn hạn: > Phải trả khác cho bên liên quan,Phải trả khác cho bên liên quan,-,336.000.000,,336000000.0
"Nhận ký quỹ, ký cược","Ngắn hạn: > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",90.268.428.266,114.754.396.531,90268428266.0,114754396531.0
Phải trả ngân sách Nhà nước,Ngắn hạn: > Phải trả ngân sách Nhà nước,Phải trả ngân sách Nhà nước,47.382.488.015,50.603.731.000,47382488015.0,50603731000.0
"Cổ tức, lợi nhuận phải trả","Ngắn hạn: > Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả",11.996.072.204,158.876.623.451,11996072204.0,158876623451.0
"Các khoản phải trả, phải nộp khác","Ngắn hạn: > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",83.824.690.213,73.431.020.679,83824690213.0,73431020679.0
Cộng,Ngắn hạn: > Cộng,Cộng,233.471.678.698,398.001.771.661,233471678698.0,398001771661.0
Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,Dài hạn:,,
Phải trả khác cho bên liên quan,Dài hạn: > Phải trả khác cho bên liên quan,Phải trả khác cho bên liên quan,-,117.952.800,,117952800.0
"Cổ tức, lợi nhuận phải trả","Dài hạn: > Cổ tức, lợi nhuận phải trả","Cổ tức, lợi nhuận phải trả",100.595.684.164,-,100595684164.0,
"Nhận ký quỹ, ký cược","Dài hạn: > Nhận ký quỹ, ký cược","Nhận ký quỹ, ký cược",113.369.730.801,92.078.931.522,113369730801.0,92078931522.0
Phải trả Công ty Cổ phần Kinh doanh Khí hóa lỏng,Phải trả Công ty Cổ phần Kinh doanh Khí hóa lỏng,Phải trả Công ty Cổ phần Kinh doanh Khí hóa lỏng,,,,
Miền Nam tiền hỗ trợ giải phóng mặt bằng,Phải trả Công ty Cổ phần Kinh doanh Khí hóa lỏng > Miền Nam tiền hỗ trợ giải phóng mặt bằng,Miền Nam tiền hỗ trợ giải phóng mặt bằng,16.530.632.897,16.530.632.897,16530632897.0,16530632897.0
"Các khoản phải trả, phải nộp khác","Phải trả Công ty Cổ phần Kinh doanh Khí hóa lỏng > Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",18.238.318.377,52.343.636.119,18238318377.0,52343636119.0
Cộng,Phải trả Công ty Cổ phần Kinh doanh Khí hóa lỏng > Cộng,Cộng,248.734.366.239,161.071.153.338,248734366239.0,161071153338.0
