row_label_raw,row_label_full,TÀI SẢN,Mã số,TM,Tại ngày 31/12/2020,Tại ngày 01/01/2020,numeric__Mã số,numeric__TM,numeric__Tại ngày 31/12/2020,numeric__Tại ngày 01/01/2020
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,6.940.504.117.636,6.341.893.832.034,100.0,,6940504117636.0,6341893832034.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4.1,1.426.243.405.928,1.541.432.193.346,110.0,41.0,1426243405928.0,1541432193346.0
1. Tiền,1. Tiền,1. Tiền,111,,316.387.497.251,502.020.881.719,111.0,,316387497251.0,502020881719.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,1.109.855.908.677,1.039.411.311.627,112.0,,1109855908677.0,1039411311627.0
II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,II. Các khoản đầu tư tài chính ngắn hạn,120,,2.983.761.296.247,2.886.894.901.109,120.0,,2983761296247.0,2886894901109.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,4.2,2.983.761.296.247,2.886.894.901.109,123.0,42.0,2983761296247.0,2886894901109.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,2.007.637.634.002,1.393.345.952.888,130.0,,2007637634002.0,1393345952888.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,4.3,541.826.879.116,527.009.871.870,131.0,43.0,541826879116.0,527009871870.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,4.4,1.302.097.620.567,738.752.266.092,132.0,44.0,1302097620567.0,738752266092.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,4.5,193.117.256.584,150.503.796.966,136.0,45.0,193117256584.0,150503796966.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,4.6,(29.404.122.265),(22.919.982.040),137.0,46.0,-29404122265.0,-22919982040.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,435.914.880.882,460.457.253.330,140.0,,435914880882.0,460457253330.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,4.7,435.914.880.882,460.457.253.330,141.0,47.0,435914880882.0,460457253330.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,86.946.900.577,59.763.531.361,150.0,,86946900577.0,59763531361.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,4.13,22.216.435.401,25.035.496.394,151.0,413.0,22216435401.0,25035496394.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,48.509.044.198,17.741.394.691,152.0,,48509044198.0,17741394691.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,4.16,16.221.420.978,16.986.640.276,153.0,416.0,16221420978.0,16986640276.0
