row_label_raw,row_label_full,col_0,Tại ngày 31/12/2020VND,Tại ngày 31/12/2020VND_1,Tại ngày 31/12/2020VND_2,Tại ngày 01/01/2020VND,Tại ngày 01/01/2020VND_1,Tại ngày 01/01/2020VND_2,numeric__Tại ngày 31/12/2020VND,numeric__Tại ngày 31/12/2020VND_1,numeric__Tại ngày 31/12/2020VND_2,numeric__Tại ngày 01/01/2020VND,numeric__Tại ngày 01/01/2020VND_1,numeric__Tại ngày 01/01/2020VND_2
,,,Tỷ lệ lợi ích,Vốn góp theo phương pháp giá gốc,Vốn góp theo phương pháp vốn chủ sở hữu,Tỷ lệ lợi ích,Vốn góp theo phương pháp giá gốc,Vốn góp theo phương pháp vốn chủ sở hữu,,,,,,
Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,Đầu tư vào công ty liên kết:,,,,,,
Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,Đầu tư vào công ty liên kết: > Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,Công ty Cổ phần Đầu tư Quốc lộ 91 Cần Thơ - An Giang,"39,72%",112.000.000.000,98.028.933.262,"39,72%",112.000.000.000,105.996.300.350,0.3972,112000000000.0,98028933262.0,0.3972,112000000000.0,105996300350.0
Công ty Cổ phần BOT 319 Cường Thuận CTI,Đầu tư vào công ty liên kết: > Công ty Cổ phần BOT 319 Cường Thuận CTI,Công ty Cổ phần BOT 319 Cường Thuận CTI,"20,74%",57.720.000.000,57.720.000.000,"20,74%",42.000.000.000,42.000.000.000,0.20739999999999997,57720000000.0,57720000000.0,0.20739999999999997,42000000000.0,42000000000.0
Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Đầu tư vào công ty liên kết: > Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Trường Cao đẳng Công nghệ và Quản trị Sonadezi,"40,00%",33.436.575.595,34.120.752.616,"40,00%",33.436.575.595,31.448.993.640,0.4,33436575595.0,34120752616.0,0.4,33436575595.0,31448993640.0
Công ty Cổ phần Dịch vụ Căng Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Dịch vụ Căng Đồng Nai,Công ty Cổ phần Dịch vụ Căng Đồng Nai,"22,95%",13.500.000.000,14.878.413.840,"22,95%",13.500.000.000,14.742.347.175,0.22949999999999998,13500000000.0,14878413840.0,0.22949999999999998,13500000000.0,14742347175.0
Công ty Cổ phần Cấp nước Gia Tân,Đầu tư vào công ty liên kết: > Công ty Cổ phần Cấp nước Gia Tân,Công ty Cổ phần Cấp nước Gia Tân,"16,00%",25.000.000.000,19.648.328.609,"16,00%",15.000.000.000,14.839.863.372,0.16,25000000000.0,19648328609.0,0.16,15000000000.0,14839863372.0
Công ty Cổ phần Xây dựng Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Xây dựng Đồng Nai,Công ty Cổ phần Xây dựng Đồng Nai,"40,00%",12.524.493.524,11.628.616.836,"40,00%",12.524.493.524,12.813.770.436,0.4,12524493524.0,11628616836.0,0.4,12524493524.0,12813770436.0
Công ty Cổ phần Sơn Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Sơn Đồng Nai,Công ty Cổ phần Sơn Đồng Nai,"30,00%",10.295.294.400,12.762.956.555,"30,00%",10.295.294.400,11.142.149.387,0.3,10295294400.0,12762956555.0,0.3,10295294400.0,11142149387.0
Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước Đồng Nai,"23,04%",7.800.368.003,14.908.543.547,"23,04%",7.800.368.003,15.101.728.569,0.2304,7800368003.0,14908543547.0,0.2304,7800368003.0,15101728569.0
Công ty Cổ phần Xây dựng Dân dụng Công nghiệp Số 1 - Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Xây dựng Dân dụng Công nghiệp Số 1 - Đồng Nai,Công ty Cổ phần Xây dựng Dân dụng Công nghiệp Số 1 - Đồng Nai,"20,00%",7.489.690.056,11.170.632.604,"20,00%",7.489.690.056,10.715.893.988,0.2,7489690056.0,11170632604.0,0.2,7489690056.0,10715893988.0
Công ty Cổ phần Căng Long Thành,Đầu tư vào công ty liên kết: > Công ty Cổ phần Căng Long Thành,Công ty Cổ phần Căng Long Thành,"15,30%",1.665.000.000,4.960.303.985,"15,30%",1.665.000.000,4.611.039.730,0.153,1665000000.0,4960303985.0,0.153,1665000000.0,4611039730.0
Công ty Cổ phần Kinh doanh nhà Đồng Nai,Đầu tư vào công ty liên kết: > Công ty Cổ phần Kinh doanh nhà Đồng Nai,Công ty Cổ phần Kinh doanh nhà Đồng Nai,"36,00%",21.578.551.008,30.692.920.505,"36,00%",21.578.551.008,28.519.606.443,0.36,21578551008.0,30692920505.0,0.36,21578551008.0,28519606443.0
Công ty Cổ phần Xây Lắp Sonacons,Đầu tư vào công ty liên kết: > Công ty Cổ phần Xây Lắp Sonacons,Công ty Cổ phần Xây Lắp Sonacons,,-,-,"10,18%",3.600.000.000,3.397.379.243,,,,0.1018,3600000000.0,3397379243.0
Công ty Cổ phần Sanki-Sonadezi,Đầu tư vào công ty liên kết: > Công ty Cổ phần Sanki-Sonadezi,Công ty Cổ phần Sanki-Sonadezi,,-,-,"24,99%",5.703.600.000,4.320.191.548,,,,0.24989999999999998,5703600000.0,4320191548.0
Cộng,Đầu tư vào công ty liên kết: > Cộng,Cộng,,303.009.972.586,310.520.402.359,,286.593.572.586,299.649.263.881,,303009972586.0,310520402359.0,,286593572586.0,299649263881.0
