row_label_raw,row_label_full,CHỈ TIÊU,Mã số,TM,Năm 2020,Năm 2019,numeric__Mã số,numeric__TM,numeric__Năm 2020,numeric__Năm 2019
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1,,4.974.931.094.856,4.961.339.133.027,1.0,,4974931094856.0,4961339133027.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2,,12.002.701,23.320.281,2.0,,12002701.0,23320281.0
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,5.1,4.974.919.092.155,4.961.315.812.746,10.0,51.0,4974919092155.0,4961315812746.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,5.2,3.070.227.594.672,3.089.821.070.576,11.0,52.0,3070227594672.0,3089821070576.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,1.904.691.497.483,1.871.494.742.170,20.0,,1904691497483.0,1871494742170.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,5.3,337.782.940.384,237.893.919.347,21.0,53.0,337782940384.0,237893919347.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,5.4,218.295.568.663,154.984.455.336,22.0,54.0,218295568663.0,154984455336.0
"Trong đó, chi phí lãi vay","Trong đó, chi phí lãi vay","Trong đó, chi phí lãi vay",23,,129.766.838.146,131.325.298.228,23.0,,129766838146.0,131325298228.0
8. Phần lãi hoặc lỗ trong công ty liên kết,8. Phần lãi hoặc lỗ trong công ty liên kết,8. Phần lãi hoặc lỗ trong công ty liên kết,24,,1.844.553.853,6.491.635.540,24.0,,1844553853.0,6491635540.0
9. Chi phí bán hàng,9. Chi phí bán hàng,9. Chi phí bán hàng,25,5.5,113.381.251.821,128.145.184.871,25.0,55.0,113381251821.0,128145184871.0
10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,10. Chi phí quản lý doanh nghiệp,26,5.6,404.648.039.089,410.137.767.898,26.0,56.0,404648039089.0,410137767898.0
11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,11. Lợi nhuận thuần từ hoạt động kinh doanh,30,,1.507.994.132.147,1.422.612.888.952,30.0,,1507994132147.0,1422612888952.0
12. Thu nhập khác,12. Thu nhập khác,12. Thu nhập khác,31,,24.024.312.574,24.169.215.810,31.0,,24024312574.0,24169215810.0
13. Chi phí khác,13. Chi phí khác,13. Chi phí khác,32,,15.830.051.904,4.891.058.056,32.0,,15830051904.0,4891058056.0
14. Lợi nhuận khác,14. Lợi nhuận khác,14. Lợi nhuận khác,40,,8.194.260.670,19.278.157.754,40.0,,8194260670.0,19278157754.0
15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,15. Tổng lợi nhuận kế toán trước thuế,50,,1.516.188.392.817,1.441.891.046.706,50.0,,1516188392817.0,1441891046706.0
16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,16. Chi phí thuế TNDN hiện hành,51,5.8,236.396.580.153,281.101.261.282,51.0,58.0,236396580153.0,281101261282.0
17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,17. Chi phí thuế TNDN hoãn lại,52,5.9,10.003.640.556,(10.921.749.134),52.0,59.0,10003640556.0,-10921749134.0
18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,1.269.788.172.108,1.171.711.534.558,60.0,,1269788172108.0,1171711534558.0
19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,19. Lợi nhuận sau thuế của công ty mẹ,61,,737.498.075.443,660.604.476.168,61.0,,737498075443.0,660604476168.0
20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,532.290.096.665,511.107.058.390,62.0,,532290096665.0,511107058390.0
21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,21. Lãi cơ bản trên cổ phiếu,70,4.23.3,1.934,1.726,70.0,4233.0,1934.0,1726.0
22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,22. Lãi suy giảm trên cổ phiếu,71,4.23.4,1.934,1.726,71.0,4234.0,1934.0,1726.0
