row_label_raw,row_label_full,col_0,Kinh doanhkhu công nghiệp > Năm 2020,Kinh doanhkhu công nghiệp > Năm 2019,Kinh doanhnhà và ha tầng > Năm 2020,Kinh doanhnhà và ha tầng > Năm 2019,Kinh doanhcung cấp nước sach > Năm 2020,Kinh doanhcung cấp nước sach > Năm 2019,Kinh doanhdịch vụ cảng > Năm 2020,Kinh doanhdịch vụ cảng > Năm 2019,Kinh doanhxử lý chất thải > Năm 2020,Kinh doanhxử lý chất thải > Năm 2019,Khác > Năm 2020,Khác > Năm 2019,Đơn vị tính: Triệu đồngTổng công > Năm 2020,Đơn vị tính: Triệu đồngTổng công > Năm 2019,numeric__Kinh doanhkhu công nghiệp > Năm 2020,numeric__Kinh doanhkhu công nghiệp > Năm 2019,numeric__Kinh doanhnhà và ha tầng > Năm 2020,numeric__Kinh doanhnhà và ha tầng > Năm 2019,numeric__Kinh doanhcung cấp nước sach > Năm 2020,numeric__Kinh doanhcung cấp nước sach > Năm 2019,numeric__Kinh doanhdịch vụ cảng > Năm 2020,numeric__Kinh doanhdịch vụ cảng > Năm 2019,numeric__Kinh doanhxử lý chất thải > Năm 2020,numeric__Kinh doanhxử lý chất thải > Năm 2019,numeric__Khác > Năm 2020,numeric__Khác > Năm 2019,numeric__Đơn vị tính: Triệu đồngTổng công > Năm 2020,numeric__Đơn vị tính: Triệu đồngTổng công > Năm 2019
Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,Doanh thu thuần,,,,,,,,,,,,,,
Từ khách hàng bên ngoài,Doanh thu thuần > Từ khách hàng bên ngoài,Từ khách hàng bên ngoài,1.359.064,1.028.907,373.285,802.075,1.108.377,1.052.131,793.588,741.538,810.962,729.087,529.643,607.578,4.974.919,4.961.316,1359064.0,1028907.0,373285.0,802075.0,1108377.0,1052131.0,793588.0,741538.0,810962.0,729087.0,529643.0,607578.0,4974919.0,4961316.0
(Xem trang tiếp theo),(Xem trang tiếp theo),(Xem trang tiếp theo),(Xem trang tiếp theo),(Xem trang tiếp theo),(Xem trang tiếp theo),(Xem trang tiếp theo),(Xem trang tiếp theo),(Xem trang tiếp theo),(Xem trang tiếp theo),(Xem trang tiếp theo),(Xem trang tiếp theo),(Xem trang tiếp theo),(Xem trang tiếp theo),(Xem trang tiếp theo),(Xem trang tiếp theo),(Xem trang tiếp theo),,,,,,,,,,,,,,
