row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2021 Triệu VND,2020 Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2021 Triệu VND,numeric__2020 Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
Tiền chi mua tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi mua tài sản cố định và tài sản dài hạn khác,Tiền chi mua tài sản cố định và tài sản dài hạn khác,21,,(2.805.427),(3.678.162),21.0,,-2805427.0,-3678162.0
Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,Tiền thu từ thanh lý tài sản cố định và tài sản dài hạn khác,22,,19.279,56.309,22.0,,19279.0,56309.0
Tiền chi cho vay và tiền gửi ngân hàng có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho vay và tiền gửi ngân hàng có kỳ hạn,Tiền chi cho vay và tiền gửi ngân hàng có kỳ hạn,23,,(9.264.755),(13.414.750),23.0,,-9264755.0,-13414750.0
Tiền thu từ cho vay và tiền gửi ngân hàng có kỳ hạn,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ cho vay và tiền gửi ngân hàng có kỳ hạn,Tiền thu từ cho vay và tiền gửi ngân hàng có kỳ hạn,24,,9.235.690,11.438.600,24.0,,9235690.0,11438600.0
Tiền chi cho các khoản đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền chi cho các khoản đầu tư,Tiền chi cho các khoản đầu tư,25,,(5.260.675),(27.213.440),25.0,,-5260675.0,-27213440.0
"Hợp nhất kinh doanh, đã trừ số dư tiền của các công ty conđược mua","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Hợp nhất kinh doanh, đã trừ số dư tiền của các công ty conđược mua","Hợp nhất kinh doanh, đã trừ số dư tiền của các công ty conđược mua",25,5,5.153,(1.607.289),25.0,5.0,5153.0,-1607289.0
Tiền thu từ thanh lý các khoản đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý các khoản đầu tư,Tiền thu từ thanh lý các khoản đầu tư,26,,13.682.023,-,26.0,,13682023.0,
"Tiền thu lãi tiền gửi, lãi trái phiếu, lãi cho vay, cổ tứcvà thu nhập khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu lãi tiền gửi, lãi trái phiếu, lãi cho vay, cổ tứcvà thu nhập khác","Tiền thu lãi tiền gửi, lãi trái phiếu, lãi cho vay, cổ tứcvà thu nhập khác",27,,734.931,661.442,27.0,,734931.0,661442.0
Lưu chuyển tiền thuần từ hoạt động đầu tư,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Lưu chuyển tiền thuần từ hoạt động đầu tư,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,6.346.219,(33.757.290),30.0,,6346219.0,-33757290.0
