row_label_raw,row_label_full,col_0,2021Triệu VND,2020Triệu VND,numeric__2021Triệu VND,numeric__2020Triệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,2.274.759,3.278.972,2274759.0,3278972.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,2.315.665,3.101.890,2315665.0,3101890.0
Tăng từ hợp nhất kinh doanh,Tăng từ hợp nhất kinh doanh,Tăng từ hợp nhất kinh doanh,2.827,150.908,2827.0,150908.0
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(1.707.110),(3.619.140),-1707110.0,-3619140.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,(16.146),(46.668),-16146.0,-46668.0
Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,(646.171),(585.134),-646171.0,-585134.0
Chuyển sang khoản phải thu dài hạn,Chuyển sang khoản phải thu dài hạn,Chuyển sang khoản phải thu dài hạn,(120.701),-,-120701.0,
Thanh lý,Thanh lý,Thanh lý,(14.089),(65),-14089.0,-65.0
Xóa sổ,Xóa sổ,Xóa sổ,-,(12.657),,-12657.0
Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,(4.470),6.653,-4470.0,6653.0
Giảm do ngừng hợp nhất MNS Feed và các công ty con,Giảm do ngừng hợp nhất MNS Feed và các công ty con,Giảm do ngừng hợp nhất MNS Feed và các công ty con,(62.737),-,-62737.0,
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,2.021.827,2.274.759,2021827.0,2274759.0
