row_label_raw,row_label_full,col_0,1/1/2021Triệu VND,Ghi nhận trong báo cáo lãi lỗ Triệu VND,Ghi nhận trong vốn chủ sở hữu Triệu VND,Hợp nhất kinh doanh Triệu VND,Giảm do ngừng hợp nhất MNSFeed và các công ty con Triệu VND,31/12/2021Triệu VND,numeric__1/1/2021Triệu VND,numeric__Ghi nhận trong báo cáo lãi lỗ Triệu VND,numeric__Ghi nhận trong vốn chủ sở hữu Triệu VND,numeric__Hợp nhất kinh doanh Triệu VND,numeric__Giảm do ngừng hợp nhất MNSFeed và các công ty con Triệu VND,numeric__31/12/2021Triệu VND
"Chi phí phải trả, dự phòng và các khoản khác","Chi phí phải trả, dự phòng và các khoản khác","Chi phí phải trả, dự phòng và các khoản khác",(376.267),587.664,41.457,-,(46.271),206.583,-376267.0,587664.0,41457.0,,-46271.0,206583.0
Tái đánh giá nợ phải trả phúc lợi hữu trí (**),Tái đánh giá nợ phải trả phúc lợi hữu trí (**),Tái đánh giá nợ phải trả phúc lợi hữu trí (**),1.490.456,(442.723),(394.003),-,-,653.730,1490456.0,-442723.0,-394003.0,,,653730.0
Lãi/(lỗ) chưa thực hiện đối với các giao dịch nội bộ,Lãi/(lỗ) chưa thực hiện đối với các giao dịch nội bộ,Lãi/(lỗ) chưa thực hiện đối với các giao dịch nội bộ,(23.732),44.307,-,-,(11),20.564,-23732.0,44307.0,,,-11.0,20564.0
Lỗ tính thuế mang sang,Lỗ tính thuế mang sang,Lỗ tính thuế mang sang,202.507,(13.422),(3.441),-,-,185.644,202507.0,-13422.0,-3441.0,,,185644.0
Tài sản cố định hữu hình,Tài sản cố định hữu hình,Tài sản cố định hữu hình,(1.347.047),58.537,38.954,-,1.617,(1.247.939),-1347047.0,58537.0,38954.0,,1617.0,-1247939.0
Tài sản cố định vô hình,Tài sản cố định vô hình,Tài sản cố định vô hình,(2.820.805),152.557,75.096,(24.100),450.189,(2.167.063),-2820805.0,152557.0,75096.0,-24100.0,450189.0,-2167063.0
Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,Đầu tư vào công ty liên kết,-,(297.477),-,-,-,(297.477),,-297477.0,,,,-297477.0
Khác,Khác,Khác,17.850,22.403,-,-,-,40.253,17850.0,22403.0,,,,40253.0
,,,(2.857.038),111.846,(241.937),(24.100),405.524,(2.605.705),-2857038.0,111846.0,-241937.0,-24100.0,405524.0,-2605705.0
