row_label_raw,row_label_full,Bên liên quan,Tính chất giao dịch,Giá trị giao dịch,Giá trị giao dịch_1,numeric__Tính chất giao dịch,numeric__Giá trị giao dịch,numeric__Giá trị giao dịch_1
Bên liên quan,Bên liên quan,Bên liên quan,Tính chất giao dịch,2021Triệu VND,2020Triệu VND,,,
Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,
Ngân hàng Thương mại,Công ty liên kết > Ngân hàng Thương mại,Ngân hàng Thương mại,Khoản vay đã nhận,3.400.628,8.345.833,,3400628.0,8345833.0
Cổ phần Kỹ thương,Công ty liên kết > Cổ phần Kỹ thương,Cổ phần Kỹ thương,Khoản vay đã trả,2.710.840,7.300.748,,2710840.0,7300748.0
Việt Nam và các công ty con,Công ty liên kết > Việt Nam và các công ty con,Việt Nam và các công ty con,Trái phiếu phát hành (đại lý phát hành) (*),4.399.980,21.900.139,,4399980.0,21900139.0
Việt Nam và các công ty con,Công ty liên kết > Việt Nam và các công ty con,Việt Nam và các công ty con,Trái phiếu mua lại (đại lý thanh toán),109.198,38.824,,109198.0,38824.0
Việt Nam và các công ty con,Công ty liên kết > Việt Nam và các công ty con,Việt Nam và các công ty con,Phí phát hành trái phiếu,105.208,587.956,,105208.0,587956.0
Việt Nam và các công ty con,Công ty liên kết > Việt Nam và các công ty con,Việt Nam và các công ty con,Mua chứng khoán kinh doanh,6.567.146,-,,6567146.0,
Việt Nam và các công ty con,Công ty liên kết > Việt Nam và các công ty con,Việt Nam và các công ty con,Bán chứng khoán kinh doanh,4.571.678,1.250.000,,4571678.0,1250000.0
Việt Nam và các công ty con,Công ty liên kết > Việt Nam và các công ty con,Việt Nam và các công ty con,Chi phí lãi vay,284.365,156.055,,284365.0,156055.0
Các bên liên quan khác,Các bên liên quan khác,Các bên liên quan khác,,,,,,
Thành viên quản lý chủ chốt,Các bên liên quan khác > Thành viên quản lý chủ chốt,Thành viên quản lý chủ chốt,Thù lao trả cho Thành viên quản lýchủ chốt (**),185.652,181.279,,185652.0,181279.0
