row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2021 Triệu VND,2020 Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2021 Triệu VND,numeric__2020 Triệu VND
LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
Tiền thu được từ phát hành cổ phiếu cho cổ đông của Công ty và cổ đông không kiểm soát của các công ty con,LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu được từ phát hành cổ phiếu cho cổ đông của Công ty và cổ đông không kiểm soát của các công ty con,Tiền thu được từ phát hành cổ phiếu cho cổ đông của Công ty và cổ đông không kiểm soát của các công ty con,31,,17.363.923,2.386.092,31.0,,17363923.0,2386092.0
Tiền chi mua lại cổ phiếu đã phát hành của công ty con,LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi mua lại cổ phiếu đã phát hành của công ty con,Tiền chi mua lại cổ phiếu đã phát hành của công ty con,32,,(9.777.448),-,32.0,,-9777448.0,
Tiền thu từ đi vay và phát hành trái phiếu,LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu từ đi vay và phát hành trái phiếu,Tiền thu từ đi vay và phát hành trái phiếu,33,,60.085.748,87.379.259,33.0,,60085748.0,87379259.0
Tiền chi trả nợ gốc vay và trái phiếu,LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả nợ gốc vay và trái phiếu,Tiền chi trả nợ gốc vay và trái phiếu,34,,(57.114.898),(55.031.426),34.0,,-57114898.0,-55031426.0
Tiền chi trả nợ gốc thuê tài chính,LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả nợ gốc thuê tài chính,Tiền chi trả nợ gốc thuê tài chính,35,,(19.537),(894),35.0,,-19537.0,-894.0
Tiền chi trả cổ tức cho cổ đông của Công ty và cổ đông không kiểm soát của các công ty con,LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền chi trả cổ tức cho cổ đông của Công ty và cổ đông không kiểm soát của các công ty con,Tiền chi trả cổ tức cho cổ đông của Công ty và cổ đông không kiểm soát của các công ty con,36,,(3.442.095),(1.402.069),36.0,,-3442095.0,-1402069.0
Lưu chuyển tiền thuần từ hoạt động tài chính,LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,7.095.693,33.330.962,40.0,,7095693.0,33330962.0
Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),Lưu chuyển tiền thuần trong năm (\( 50 = 20 + 30 + 40 \)),50,,14.585.825,924.971,50.0,,14585825.0,924971.0
Tiền và các khoản tương đương tiền đầu năm,LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,60,,7.721.442,6.800.528,60.0,,7721442.0,6800528.0
Ảnh hưởng của thay đổi tỷ giá hối đoái,LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái,Ảnh hưởng của thay đổi tỷ giá hối đoái,61,,(2.445),(4.057),61.0,,-2445.0,-4057.0
Tiền và các khoản tương đương tiền cuối năm(\( 70 = 50 + 60 + 61 \)),LUÙ CHUYÊN TIỀN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và các khoản tương đương tiền cuối năm(\( 70 = 50 + 60 + 61 \)),Tiền và các khoản tương đương tiền cuối năm(\( 70 = 50 + 60 + 61 \)),70,7,22.304.822,7.721.442,70.0,7.0,22304822.0,7721442.0
