row_label_raw,row_label_full,col_0,2021,2021_1,2020,2020_1,numeric__2021,numeric__2021_1,numeric__2020,numeric__2020_1
,,,%,Triệu VND,%,Triệu VND,,,,
Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,Lợi nhuận kế toán trước thuế,"100,0%",11.488.784,"100,0%",2.324.839,1.0,11488784.0,1.0,2324839.0
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,"20,0%",2.297.757,"20,0%",464.968,0.2,2297757.0,0.2,464968.0
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,"(7,3%)",(835.165),"(16,0%)",(365.823),,-835165.0,,-365823.0
Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,Thuế tính theo thuế suất của Công ty Ảnh hưởng của các mức thuế suất khác nhau áp dụng cho các công ty con Ảnh hưởng của các giao dịch hợp nhất,"0,0%",(3.087),"(10,0%)",(236.323),0.0,-3087.0,,-236323.0
Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi trong các công ty liên kết,Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi trong các công ty liên kết,Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi trong các công ty liên kết,"0,5%",61.431,"5,0%",119.951,0.005,61431.0,0.05,119951.0
Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi trong các công ty liên kết,Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi trong các công ty liên kết,Chi phí không được khấu trừ thuế Ảnh hưởng của phần lãi trong các công ty liên kết,"(6,8%)",(779.328),"(23,0%)",(533.911),,-779328.0,,-533911.0
Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,Tài sản thuế thu nhập hoãn lại chưa được ghi nhận,"9,5%",1.090.641,"66,0%",1.532.353,0.095,1090641.0,0.66,1532353.0
Dự phòng thừa trong những năm trước,Dự phòng thừa trong những năm trước,Dự phòng thừa trong những năm trước,"0,0%",(224),"(2,0%)",(50.168),0.0,-224.0,,-50168.0
Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,Lỗ tính thuế đã sử dụng,"(3,7%)",(428.202),"(0,1%)",(3.430),,-428202.0,,-3430.0
Xóa sổ tài sản thuế thu nhập hoãn lại,Xóa sổ tài sản thuế thu nhập hoãn lại,Xóa sổ tài sản thuế thu nhập hoãn lại,"(0,1%)",(16.420),"0,1%",2.209,,-16420.0,0.001,2209.0
,,,"12,1%",1.387.403,"40,0%",929.826,0.121,1387403.0,0.4,929826.0
