row_label_raw,row_label_full,col_0,Mã số,Thuyết minh,2021Triệu VND,2020Triệu VND,numeric__Mã số,numeric__Thuyết minh,numeric__2021Triệu VND,numeric__2020Triệu VND
Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,Doanh thu bán hàng và cung cấp dịch vụ,01,27,89.791.619,78.868.319,1.0,27.0,89791619.0,78868319.0
Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,Các khoản giảm trừ doanh thu,02,27,1.162.852,1.650.511,2.0,27.0,1162852.0,1650511.0
Doanh thu thuần (10 = 01 - 02),Doanh thu thuần (10 = 01 - 02),Doanh thu thuần (10 = 01 - 02),10,27,88.628.767,77.217.808,10.0,27.0,88628767.0,77217808.0
Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,Giá vốn hàng bán và dịch vụ cung cấp,11,28,66.493.966,59.329.111,11.0,28.0,66493966.0,59329111.0
Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),Lợi nhuận gộp (20 = 10 - 11),20,,22.134.801,17.888.697,20.0,,22134801.0,17888697.0
Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,Doanh thu hoạt động tài chính,21,29,6.799.578,1.430.663,21.0,29.0,6799578.0,1430663.0
Chi phí tài chính,Chi phí tài chính,Chi phí tài chính,22,30,5.706.531,4.556.671,22.0,30.0,5706531.0,4556671.0
Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,Trong đó: Chi phí lãi vay,23,,4.669.426,3.770.283,23.0,,4669426.0,3770283.0
Phần lãi trong các công ty liên kết,Phần lãi trong các công ty liên kết,Phần lãi trong các công ty liên kết,24,8(b),3.896.641,2.640.068,24.0,,3896641.0,2640068.0
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,25,31,11.786.338,13.166.087,25.0,31.0,11786338.0,13166087.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,26,32,4.064.969,3.040.896,26.0,32.0,4064969.0,3040896.0
Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) + 24 - (25 + 26)},Lợi nhuận thuần từ hoạt động kinh doanh{30 = 20 + (21 - 22) + 24 - (25 + 26)},30,,11.273.182,1.195.774,30.0,,11273182.0,1195774.0
Thu nhập khác,Thu nhập khác,Thu nhập khác,31,33,501.150,1.613.262,31.0,33.0,501150.0,1613262.0
Chi phí khác,Chi phí khác,Chi phí khác,32,34,285.548,484.197,32.0,34.0,285548.0,484197.0
Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),Kết quả từ hoạt động khác (40 = 31 - 32),40,,215.602,1.129.065,40.0,,215602.0,1129065.0
Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),Lợi nhuận kế toán trước thuế (50 = 30 + 40),50,,11.488.784,2.324.839,50.0,,11488784.0,2324839.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,51,35,1.499.249,1.086.193,51.0,35.0,1499249.0,1086193.0
Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,Lợi ích thuế TNDN hoãn lại,52,35,(111.846),(156.367),52.0,35.0,-111846.0,-156367.0
Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52)(mang sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52)(mang sang trang sau),Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52)(mang sang trang sau),60,,10.101.381,1.395.013,60.0,,10101381.0,1395013.0
