row_label_raw,row_label_full,col_0,TechcombankTriệu VND,CholimexTriệu VND,VissanTriệu VND,JiangwuTriệu VND,Phúc LongHeritageTriệu VND,Thuận PhátTriệu VND,AbattoirTriệu VND,TổngTriệu VND,numeric__TechcombankTriệu VND,numeric__CholimexTriệu VND,numeric__VissanTriệu VND,numeric__JiangwuTriệu VND,numeric__Phúc LongHeritageTriệu VND,numeric__Thuận PhátTriệu VND,numeric__AbattoirTriệu VND,numeric__TổngTriệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,17.729.570,249.392,2.135.490,195.227,-,4.289,6.770,20.320.738,17729570.0,249392.0,2135490.0,195227.0,,4289.0,6770.0,20320738.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,-,-,-,-,363.968,-,-,363.968,,,,,363968.0,,,363968.0
Phần lãi/(lỗ) phát sinh sau ngày đầu tư được chia từ các công ty liên kết trong năm,Phần lãi/(lỗ) phát sinh sau ngày đầu tư được chia từ các công ty liên kết trong năm,Phần lãi/(lỗ) phát sinh sau ngày đầu tư được chia từ các công ty liên kết trong năm,3.865.873,13.296,-,3.065,14.000,(80),487,3.896.641,3865873.0,13296.0,,3065.0,14000.0,-80.0,487.0,3896641.0
Cổ tức đã công bố,Cổ tức đã công bố,Cổ tức đã công bố,-,(13.296),-,-,-,-,(600),(13.896),,-13296.0,,,,,-600.0,-13896.0
Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,Chênh lệch quy đổi tiền tệ,-,-,-,(17.782),-,-,-,(17.782),,,,-17782.0,,,,-17782.0
Giảm do ngừng hợp nhất MNSFeed và các công ty con,Giảm do ngừng hợp nhất MNSFeed và các công ty con,Giảm do ngừng hợp nhất MNSFeed và các công ty con,-,-,-,-,-,(4.209),(6.657),(10.866),,,,,,-4209.0,-6657.0,-10866.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,21.595.443,249.392,2.135.490,180.510,377.968,-,-,24.538.803,21595443.0,249392.0,2135490.0,180510.0,377968.0,,,24538803.0
