row_label_raw,row_label_full,col_0,1/1/2021Giá trị ghi sổ/Số có khả năng trả nợTriệu VND,Biến động trong năm > TăngTriệu VND,Biến động trong năm > Hoàn trảTriệu VND,Biến động trong năm > Giảm do ngừng hợp nhất MNS Feed và các công ty conTriệu VND,Biến động trong năm > Đánh giá lạiTriệu VND,31/12/2021Giá trị ghi sổ/Số có khả năng trả nợTriệu VND,numeric__1/1/2021Giá trị ghi sổ/Số có khả năng trả nợTriệu VND,numeric__Biến động trong năm > TăngTriệu VND,numeric__Biến động trong năm > Hoàn trảTriệu VND,numeric__Biến động trong năm > Giảm do ngừng hợp nhất MNS Feed và các công ty conTriệu VND,numeric__Biến động trong năm > Đánh giá lạiTriệu VND,numeric__31/12/2021Giá trị ghi sổ/Số có khả năng trả nợTriệu VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,18.829.506,55.705.376,(58.367.919),(1.225.137),5.270,14.947.096,18829506.0,55705376.0,-58367919.0,-1225137.0,5270.0,14947096.0
"Vay, trái phiếu phát hành và nợ thuê tài chính dài hạn đến hạn trả","Vay, trái phiếu phát hành và nợ thuê tài chính dài hạn đến hạn trả","Vay, trái phiếu phát hành và nợ thuê tài chính dài hạn đến hạn trả",3.715.540,3.883.236,(3.740.145),-,-,3.858.631,3715540.0,3883236.0,-3740145.0,,,3858631.0
,,,22.545.046,59.588.612,(62.108.064),(1.225.137),5.270,18.805.727,22545046.0,59588612.0,-62108064.0,-1225137.0,5270.0,18805727.0
