row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,62.945.978,48.226.900,,62945978.0,48226900.0
Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(35.306.195),(27.936.388),,-35306195.0,-27936388.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,2.509.140,2.336.531,,2509140.0,2336531.0
"Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoán","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoán","Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ, vàng bạc, chứng khoán",,1.268.537,139.093,,1268537.0,139093.0
Tiền (chỉ)/thu hoạt động khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền (chỉ)/thu hoạt động khác,Tiền (chỉ)/thu hoạt động khác,,(808.661),165.068,,-808661.0,165068.0
"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro",,2.689.902,2.184.281,,2689902.0,2184281.0
Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,Tiền chi trả cho nhân viên và hoạt động quản lý công vụ,,(12.386.934),(9.964.510),,-12386934.0,-9964510.0
Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,34.1,(1.604.553),(1.732.575),341.0,-1604553.0,-1732575.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,,19.307.214,13.418.400,,19307214.0,13418400.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,
"Giảm/(Tăng) các khoản tiền, vàng gửi và cho vay các TCTD khác","Những thay đổi về tài sản hoạt động > Giảm/(Tăng) các khoản tiền, vàng gửi và cho vay các TCTD khác","Giảm/(Tăng) các khoản tiền, vàng gửi và cho vay các TCTD khác",,211.948,(8.638.139),,211948.0,-8638139.0
(Tăng) các khoản về kinh doanh chứng khoán,Những thay đổi về tài sản hoạt động > (Tăng) các khoản về kinh doanh chứng khoán,(Tăng) các khoản về kinh doanh chứng khoán,,(27.338.431),(27.842.627),,-27338431.0,-27842627.0
Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,Những thay đổi về tài sản hoạt động > Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,Giảm/(Tăng) các công cụ tài chính phải sinh và các tài sản/công nợ tài chính khác,,205.202,(176.642),,205202.0,-176642.0
(Tăng) các khoản cho vay khách hàng,Những thay đổi về tài sản hoạt động > (Tăng) các khoản cho vay khách hàng,(Tăng) các khoản cho vay khách hàng,,(113.968.232),(123.334.456),,-113968232.0,-123334456.0
(Giảm) nguồn dự phòng để bù đắp tồn thất các khoản nợ xấu,Những thay đổi về tài sản hoạt động > (Giảm) nguồn dự phòng để bù đắp tồn thất các khoản nợ xấu,(Giảm) nguồn dự phòng để bù đắp tồn thất các khoản nợ xấu,"13, 14.5, 14.6",(3.228.372),(3.906.999),,-3228372.0,-3906999.0
(Giảm) nguồn dự phòng để tất toán sở dư nợ đã bán cho VAMC,Những thay đổi về tài sản hoạt động > (Giảm) nguồn dự phòng để tất toán sở dư nợ đã bán cho VAMC,(Giảm) nguồn dự phòng để tất toán sở dư nợ đã bán cho VAMC,13,(141.194),(1.029.827),13.0,-141194.0,-1029827.0
Giảm khác về tài sản hoạt động,Những thay đổi về tài sản hoạt động > Giảm khác về tài sản hoạt động,Giảm khác về tài sản hoạt động,,1.654.625,5.570.172,,1654625.0,5570172.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,
(Giảm)/Tăng các khoản nợ Chính phủ và NHNN,Những thay đổi về công nợ hoạt động > (Giảm)/Tăng các khoản nợ Chính phủ và NHNN,(Giảm)/Tăng các khoản nợ Chính phủ và NHNN,,(23.992.602),31.409.689,,-23992602.0,31409689.0
"Tăng/(Giảm) các khoản tiền gửi, tiền vay các TCTD khác","Những thay đổi về công nợ hoạt động > Tăng/(Giảm) các khoản tiền gửi, tiền vay các TCTD khác","Tăng/(Giảm) các khoản tiền gửi, tiền vay các TCTD khác",,4.551.489,(13.490.098),,4551489.0,-13490098.0
Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Những thay đổi về công nợ hoạt động > Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Tăng tiền gửi của khách hàng (bao gồm cả KBNN),,178.611.747,90.622.936,,178611747.0,90622936.0
Tăng phát hành giấy tờ có giả (ngoại trừ giấy tờ có giả phát hành được tính vào hoạt động tài chính),Những thay đổi về công nợ hoạt động > Tăng phát hành giấy tờ có giả (ngoại trừ giấy tờ có giả phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giả (ngoại trừ giấy tờ có giả phát hành được tính vào hoạt động tài chính),,1.099.801,45.465.209,,1099801.0,45465209.0
"(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đổi về công nợ hoạt động > (Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","(Giảm) các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,(23.933.288),(150.019),,-23933288.0,-150019.0
(Giảm) khác về công nợ hoạt động,Những thay đổi về công nợ hoạt động > (Giảm) khác về công nợ hoạt động,(Giảm) khác về công nợ hoạt động,,(2.384.998),(1.201.681),,-2384998.0,-1201681.0
Chỉ từ quỹ của tổ chức tín dụng,Những thay đổi về công nợ hoạt động > Chỉ từ quỹ của tổ chức tín dụng,Chỉ từ quỹ của tổ chức tín dụng,25,(440),(514),25.0,-440.0,-514.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đổi về công nợ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,10.654.469,6.715.404,,10654469.0,6715404.0
