row_label_raw,row_label_full,Khoản mục,Năm trước > Số đã trình bày trước dây > Triệu VND,Năm trước > Điều chỉnh > Triệu VND,Năm trước > Số trình bày lại > Triệu VND,numeric__Năm trước > Số đã trình bày trước dây > Triệu VND,numeric__Năm trước > Điều chỉnh > Triệu VND,numeric__Năm trước > Số trình bày lại > Triệu VND
BẢO CẢO LƯU CHUYẾN TIÊN TỆ HỢP NHẮT,BẢO CẢO LƯU CHUYẾN TIÊN TỆ HỢP NHẮT,BẢO CẢO LƯU CHUYẾN TIÊN TỆ HỢP NHẮT,BẢO CẢO LƯU CHUYẾN TIÊN TỆ HỢP NHẮT,BẢO CẢO LƯU CHUYẾN TIÊN TỆ HỢP NHẮT,BẢO CẢO LƯU CHUYẾN TIÊN TỆ HỢP NHẮT,,,
Tăng tiền gửi của khách hàng (bao gồm cả KBNN),BẢO CẢO LƯU CHUYẾN TIÊN TỆ HỢP NHẮT > Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Tăng tiền gửi của khách hàng (bao gồm cả KBNN),90.644.160,(21.224),90.622.936,90644160.0,-21224.0,90622936.0
(Giám) khác về công nợ hoạt động,BẢO CẢO LƯU CHUYẾN TIÊN TỆ HỢP NHẮT > (Giám) khác về công nợ hoạt động,(Giám) khác về công nợ hoạt động,(1.063.428),(138.253),(1.201.681),-1063428.0,-138253.0,-1201681.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,BẢO CẢO LƯU CHUYẾN TIÊN TỆ HỢP NHẮT > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,6.874.881,(159.477),6.715.404,6874881.0,-159477.0,6715404.0
Lưu chuyển tiền thuần trong năm,BẢO CẢO LƯU CHUYẾN TIÊN TỆ HỢP NHẮT > Lưu chuyển tiền thuần trong năm,Lưu chuyển tiền thuần trong năm,4.288.806,(159.477),4.129.329,4288806.0,-159477.0,4129329.0
Tiền và các khoản tương đương tiền đầu năm,BẢO CẢO LƯU CHUYẾN TIÊN TỆ HỢP NHẮT > Tiền và các khoản tương đương tiền đầu năm,Tiền và các khoản tương đương tiền đầu năm,50.202.708,(3.232),50.199.476,50202708.0,-3232.0,50199476.0
