row_label_raw,row_label_full,col_0,Năm 2016,Năm 2016_1,Năm 2016_2,Năm 2016_3,Năm 2016_4,Năm 2016_5,Năm 2016_6,numeric__Năm 2016,numeric__Năm 2016_1,numeric__Năm 2016_2,numeric__Năm 2016_3,numeric__Năm 2016_4,numeric__Năm 2016_5,numeric__Năm 2016_6
Lãi/(lỗ) thuần từ hoạt động khác,Lãi/(lỗ) thuần từ hoạt động khác,Lãi/(lỗ) thuần từ hoạt động khác,1.800.527,71.930,1.499,(517),(14.718),24.262,1.882.983,1800527.0,71930.0,1499.0,-517.0,-14718.0,24262.0,1882983.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",1.250.888,-,8.076,7.005,22.329,(73.810),1.214.488,1250888.0,,8076.0,7005.0,22329.0,-73810.0,1214488.0
TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,29.671.506,66.454,509.846,267.011,27.907,(108.668),30.434.056,29671506.0,66454.0,509846.0,267011.0,27907.0,-108668.0,30434056.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,(7.175.936),(23.008),(167.102),(83.263),(3.916),24.559,(7.428.666),-7175936.0,-23008.0,-167102.0,-83263.0,-3916.0,24559.0,-7428666.0
Chi phí khấu hao và khấu trừ,Chi phí khấu hao và khấu trừ,Chi phí khấu hao và khấu trừ,(839.891),(80),(7.420),(4.915),(230),-,(852.536),-839891.0,-80.0,-7420.0,-4915.0,-230.0,,-852536.0
Chi phí hoạt động khác,Chi phí hoạt động khác,Chi phí hoạt động khác,(5.047.453),(11.011),(149.636),(43.779),(9.805),16.265,(5.245.419),-5047453.0,-11011.0,-149636.0,-43779.0,-9805.0,16265.0,-5245419.0
TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,(13.063.280),(34.099),(324.158),(131.957),(13.951),40.824,(13.526.621),-13063280.0,-34099.0,-324158.0,-131957.0,-13951.0,40824.0,-13526621.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tin dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tin dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tin dụng,16.608.226,32.355,185.688,135.054,13.956,(67.844),16.907.435,16608226.0,32355.0,185688.0,135054.0,13956.0,-67844.0,16907435.0
(Chi phí) dự phòng rủi ro tin dụng,(Chi phí) dự phòng rủi ro tin dụng,(Chi phí) dự phòng rủi ro tin dụng,(9.098.146),(31.313),-,(5.377),-,(63.988),(9.198.824),-9098146.0,-31313.0,,-5377.0,,-63988.0,-9198824.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,7.510.080,1.042,185.688,129.677,13.956,(131.832),7.708.611,7510080.0,1042.0,185688.0,129677.0,13956.0,-131832.0,7708611.0
Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hiện hành,(1.442.134),(208),(40.683),(11.018),(2.482),-,(1.496.525),-1442134.0,-208.0,-40683.0,-11018.0,-2482.0,,-1496525.0
Thu nhập/(Chi phí) thuế TNDN hoàn lại,Thu nhập/(Chi phí) thuế TNDN hoàn lại,Thu nhập/(Chi phí) thuế TNDN hoàn lại,-,-,2.616,-,(980),15.134,16.770,,,2616.0,,-980.0,15134.0,16770.0
LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,6.067.946,834,147.621,118.659,10.494,(116.698),6.228.856,6067946.0,834.0,147621.0,118659.0,10494.0,-116698.0,6228856.0
Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,Tại ngày 31 tháng 12 năm 2016,,,,,,,
TỔNG TẢI SẢN,Tại ngày 31 tháng 12 năm 2016 > TỔNG TẢI SẢN,TỔNG TẢI SẢN,1.012.931.676,1.699.314,4.854.154,1.653.758,4.521.529,(19.256.281),1.006.404.150,1012931676.0,1699314.0,4854154.0,1653758.0,4521529.0,-19256281.0,1006404150.0
TỔNG NỘ PHẢI TRẢ,Tại ngày 31 tháng 12 năm 2016 > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,968.499.892,1.245.814,2.586.648,797.670,22.277,(10.892.400),962.259.901,968499892.0,1245814.0,2586648.0,797670.0,22277.0,-10892400.0,962259901.0
