row_label_raw,row_label_full,col_0,Năm 2016,Năm 2016_1,Năm 2016_2,Năm 2016_3,Năm 2016_4,Năm 2016_5,Năm 2016_6,numeric__Năm 2016,numeric__Năm 2016_1,numeric__Năm 2016_2,numeric__Năm 2016_3,numeric__Năm 2016_4,numeric__Năm 2016_5,numeric__Năm 2016_6
,,,Ngân hàng,Cho thuê tài chính,Bảo hiểm,Chứng khoán,Khác,Loại trừ,Tổng cộng,,,,,,,
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,
Thu nhập lãi thuần,Thu nhập lãi thuần,Thu nhập lãi thuần,23.122.604,(5.385),197.793,77.508,21.057,21.018,23.434.595,23122604.0,-5385.0,197793.0,77508.0,21057.0,21018.0,23434595.0
- Từ các giao dịch với khách hàng bên ngoài,- Từ các giao dịch với khách hàng bên ngoài,- Từ các giao dịch với khách hàng bên ngoài,23.270.609,20.667,56.413,71.433,15.473,-,23.434.595,23270609.0,20667.0,56413.0,71433.0,15473.0,,23434595.0
- Từ các giao dịch với các bộ phận khác,- Từ các giao dịch với các bộ phận khác,- Từ các giao dịch với các bộ phận khác,(148.005),(26.052),141.380,6.075,5.584,21.018,-,-148005.0,-26052.0,141380.0,6075.0,5584.0,21018.0,
Lãi/(lỗ) thuần từ hoạt động dịch vụ,Lãi/(lỗ) thuần từ hoạt động dịch vụ,Lãi/(lỗ) thuần từ hoạt động dịch vụ,2.149.288,(91),308.705,109.845,(761),(57.846),2.509.140,2149288.0,-91.0,308705.0,109845.0,-761.0,-57846.0,2509140.0
- Từ các giao dịch với khách hàng bên ngoài,- Từ các giao dịch với khách hàng bên ngoài,- Từ các giao dịch với khách hàng bên ngoài,2.162.580,(69),233.048,114.342,(761),-,2.509.140,2162580.0,-69.0,233048.0,114342.0,-761.0,,2509140.0
- Từ các giao dịch với các bộ phận khác,- Từ các giao dịch với các bộ phận khác,- Từ các giao dịch với các bộ phận khác,(13.292),(22),75.657,(4.497),-,(57.846),-,-13292.0,-22.0,75657.0,-4497.0,,-57846.0,
Lãi thuần từ hoạt động kinh doanh vàng và ngoại hối,Lãi thuần từ hoạt động kinh doanh vàng và ngoại hối,Lãi thuần từ hoạt động kinh doanh vàng và ngoại hối,532.298,-,2.131,39,-,-,534.468,532298.0,,2131.0,39.0,,,534468.0
Lãi/(lỗ) thuần từ mua bản chứng khoán,Lãi/(lỗ) thuần từ mua bản chứng khoán,Lãi/(lỗ) thuần từ mua bản chứng khoán,815.901,-,(8.358),73.131,-,(22.292),858.382,815901.0,,-8358.0,73131.0,,-22292.0,858382.0
