row_label_raw,row_label_full,col_0,01/01/2023,Phát sinh tăng,Phát sinh giảm,Đơn vị tính: VND31/12/2023,numeric__01/01/2023,numeric__Phát sinh tăng,numeric__Phát sinh giảm,numeric__Đơn vị tính: VND31/12/2023
Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,Quỹ đầu tư phát triển,89.038.288.016,13.582.343.995,-,102.620.632.011,89038288016.0,13582343995.0,,102620632011.0
Cộng,Cộng,Cộng,89.038.288.016,13.582.343.995,-,102.620.632.011,89038288016.0,13582343995.0,,102620632011.0
