row_label_raw,row_label_full,31/12/2023,Dưới 1 năm VND,Từ 1-5 năm VND,Tổng cộng VND,numeric__Dưới 1 năm VND,numeric__Từ 1-5 năm VND,numeric__Tổng cộng VND
Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,862.951.437.491,-,862.951.437.491,862951437491.0,,862951437491.0
Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,779.505.000.596,1.692.084.000,781.197.084.596,779505000596.0,1692084000.0,781197084596.0
Các khoản đầu tư tài chính,Các khoản đầu tư tài chính,Các khoản đầu tư tài chính,1.286.819.000.000,-,1.286.819.000.000,1286819000000.0,,1286819000000.0
01/01/2023,01/01/2023,01/01/2023,Dưới 1 năm VND,Từ 1-5 năm VND,Tổng cộng VND,,,
Tiền và các khoản tương đương tiền,01/01/2023 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,53.693.609.626,-,53.693.609.626,53693609626.0,,53693609626.0
Phải thu khách hàng và phải thu khác,01/01/2023 > Phải thu khách hàng và phải thu khác,Phải thu khách hàng và phải thu khác,675.062.878.586,1.692.084.000,676.754.962.586,675062878586.0,1692084000.0,676754962586.0
Các khoản đầu tư tài chính,01/01/2023 > Các khoản đầu tư tài chính,Các khoản đầu tư tài chính,210.000.000.000,-,210.000.000.000,210000000000.0,,210000000000.0
