row_label_raw,row_label_full,31/12/2023,Dưới 1 năm VND,Từ 1-5 năm VND,Tổng cộng VND,numeric__Dưới 1 năm VND,numeric__Từ 1-5 năm VND,numeric__Tổng cộng VND
Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,151.681.253.069,29.480.573.200,181.161.826.269,151681253069.0,29480573200.0,181161826269.0
Chi phí phải trả,Chi phí phải trả,Chi phí phải trả,105.350.344,-,105.350.344,105350344.0,,105350344.0
Các khoản vay,Các khoản vay,Các khoản vay,153.266.975.079,-,153.266.975.079,153266975079.0,,153266975079.0
01/01/2023,01/01/2023,01/01/2023,Dưới 1 năm VND,Từ 1-5 năm VND,Tổng cộng VND,,,
Phải trả người bán và phải trả khác,01/01/2023 > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,174.658.362.666,32.449.554.549,207.107.917.215,174658362666.0,32449554549.0,207107917215.0
Chi phí phải trả,01/01/2023 > Chi phí phải trả,Chi phí phải trả,151.818.182,-,151.818.182,151818182.0,,151818182.0
Các khoản vay,01/01/2023 > Các khoản vay,Các khoản vay,5.972.000.000,-,5.972.000.000,5972000000.0,,5972000000.0
