row_label_raw,row_label_full,col_0,31/12/2023VND,01/01/2023VND,numeric__31/12/2023VND,numeric__01/01/2023VND
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,123.607.554.046,129.072.696.202,123607554046.0,129072696202.0
"Kinh phí công đoàn, BHXH, BHYT, BHTN","Kinh phí công đoàn, BHXH, BHYT, BHTN","Kinh phí công đoàn, BHXH, BHYT, BHTN",193.641.690,70.074.320,193641690.0,70074320.0
"Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",119.436.468.063,118.556.997.808,119436468063.0,118556997808.0
Đặt cọc thuê nhà tháp C.E.O,Đặt cọc thuê nhà tháp C.E.O,Đặt cọc thuê nhà tháp C.E.O,2.554.553.369,1.175.083.114,2554553369.0,1175083114.0
Trần Ngọc Thảo (1),Trần Ngọc Thảo (1),Trần Ngọc Thảo (1),115.756.914.694,115.756.914.694,115756914694.0,115756914694.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,1.125.000.000,1.625.000.000,1125000000.0,1625000000.0
"Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",3.224.093.555,9.409.884.533,3224093555.0,9409884533.0
Trung tâm phát triển quỹ đất huyện Quốc Oai (2),Trung tâm phát triển quỹ đất huyện Quốc Oai (2),Trung tâm phát triển quỹ đất huyện Quốc Oai (2),2.361.511.922,8.377.736.000,2361511922.0,8377736000.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,862.581.633,1.032.148.533,862581633.0,1032148533.0
Dư có phải thu khác,Dư có phải thu khác,Dư có phải thu khác,753.350.738,1.035.739.541,753350738.0,1035739541.0
b) Dài hạn,b) Dài hạn,b) Dài hạn,29.480.573.200,32.449.554.549,29480573200.0,32449554549.0
"Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn",29.480.573.200,29.874.855.764,29480573200.0,29874855764.0
Đặt cọc thuê nhà tháp C.E.O,Đặt cọc thuê nhà tháp C.E.O,Đặt cọc thuê nhà tháp C.E.O,4.173.649.840,4.631.214.564,4173649840.0,4631214564.0
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,25.306.923.360,25.243.641.200,25306923360.0,25243641200.0
"Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác","Các khoản phải trả, phải nộp khác",-,2.574.698.785,,2574698785.0
Phí bảo trì dự án nhà ở xã hội,Phí bảo trì dự án nhà ở xã hội,Phí bảo trì dự án nhà ở xã hội,-,2.574.698.785,,2574698785.0
Cộng,Cộng,Cộng,153.088.127.246,161.522.250.751,153088127246.0,161522250751.0
