row_label_raw,row_label_full,Công ty CP Xây dựng C.E.O,26.603.825,1.824.705,numeric__26.603.825,numeric__1.824.705
Công ty TNHH MTV Phú Kiên Phú Quốc,Công ty TNHH MTV Phú Kiên Phú Quốc,Công ty TNHH MTV Phú Kiên Phú Quốc,27.105.456,-,27105456.0,
Công ty TNHH MTV Tư vấn thiết kế C.E.O,Công ty TNHH MTV Tư vấn thiết kế C.E.O,Công ty TNHH MTV Tư vấn thiết kế C.E.O,309.615.552,772.946.747,309615552.0,772946747.0
Công ty TNHH C.E.O Hospitality,Công ty TNHH C.E.O Hospitality,Công ty TNHH C.E.O Hospitality,36.752.960,77.474.523,36752960.0,77474523.0
Công ty TNHH MTV Xây dựng C.E.O Vân Đồn,Công ty TNHH MTV Xây dựng C.E.O Vân Đồn,Công ty TNHH MTV Xây dựng C.E.O Vân Đồn,582.184.592,-,582184592.0,
Công ty CP Đầu tư và Phát triển Phú Quốc,Công ty CP Đầu tư và Phát triển Phú Quốc,Công ty CP Đầu tư và Phát triển Phú Quốc,97.948.656,-,97948656.0,
Công ty TNHH Green Phú Quốc,Công ty TNHH Green Phú Quốc,Công ty TNHH Green Phú Quốc,1.957.725,-,1957725.0,
Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,Người mua trả tiền trước,,
Công ty TNHH C.E.O Quốc tế,Người mua trả tiền trước > Công ty TNHH C.E.O Quốc tế,Công ty TNHH C.E.O Quốc tế,80.310.640,73.385.647,80310640.0,73385647.0
Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,Trả trước cho người bán,,
Công ty CP Xây dựng C.E.O,Trả trước cho người bán > Công ty CP Xây dựng C.E.O,Công ty CP Xây dựng C.E.O,16.047.251.684,-,16047251684.0,
Công ty TNHH MTV Tư vấn thiết kế C.E.O,Trả trước cho người bán > Công ty TNHH MTV Tư vấn thiết kế C.E.O,Công ty TNHH MTV Tư vấn thiết kế C.E.O,62.020.148,-,62020148.0,
Công ty TNHH MTV Xây dựng C.E.O Phú Quốc,Trả trước cho người bán > Công ty TNHH MTV Xây dựng C.E.O Phú Quốc,Công ty TNHH MTV Xây dựng C.E.O Phú Quốc,20.632.788.366,15.703.161.838,20632788366.0,15703161838.0
Cho vay,Cho vay,Cho vay,Cho vay,Cho vay,,
Công ty CP Đầu tư và Phát triển Phú Quốc,Cho vay > Công ty CP Đầu tư và Phát triển Phú Quốc,Công ty CP Đầu tư và Phát triển Phú Quốc,87.000.000.000,62.500.000.000,87000000000.0,62500000000.0
Công ty TNHH MTV Phú Kiên Phú Quốc,Cho vay > Công ty TNHH MTV Phú Kiên Phú Quốc,Công ty TNHH MTV Phú Kiên Phú Quốc,177.720.000.000,145.000.000.000,177720000000.0,145000000000.0
Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,Phải thu khác,,
Công ty CP Đầu tư và Phát triển du lịch Vân Đồn,Phải thu khác > Công ty CP Đầu tư và Phát triển du lịch Vân Đồn,Công ty CP Đầu tư và Phát triển du lịch Vân Đồn,59.346.000.000,273.409.598.584,59346000000.0,273409598584.0
Công ty CP Đầu tư và Phát triển Nha Trang,Phải thu khác > Công ty CP Đầu tư và Phát triển Nha Trang,Công ty CP Đầu tư và Phát triển Nha Trang,5.940.000.000,5.790.000.000,5940000000.0,5790000000.0
Công ty CP Đầu tư và Phát triển Phú Quốc,Phải thu khác > Công ty CP Đầu tư và Phát triển Phú Quốc,Công ty CP Đầu tư và Phát triển Phú Quốc,12.509.139.044,7.329.623.288,12509139044.0,7329623288.0
Công ty CP Phát triển nhà và Đô thị Phú Quốc,Phải thu khác > Công ty CP Phát triển nhà và Đô thị Phú Quốc,Công ty CP Phát triển nhà và Đô thị Phú Quốc,127.440.000,41.040.000,127440000.0,41040000.0
Công ty TNHH C.E.O Hospitality,Phải thu khác > Công ty TNHH C.E.O Hospitality,Công ty TNHH C.E.O Hospitality,-,15.867.995,,15867995.0
Công ty TNHH MTV Phú Kiên Phú Quốc,Phải thu khác > Công ty TNHH MTV Phú Kiên Phú Quốc,Công ty TNHH MTV Phú Kiên Phú Quốc,12.068.473.204,12.992.589.044,12068473204.0,12992589044.0
Công ty TNHH MTV Tư vấn thiết kế C.E.O,Phải thu khác > Công ty TNHH MTV Tư vấn thiết kế C.E.O,Công ty TNHH MTV Tư vấn thiết kế C.E.O,-,12.700.050,,12700050.0
Công ty CP Du lịch C.E.O,Phải thu khác > Công ty CP Du lịch C.E.O,Công ty CP Du lịch C.E.O,378.000.000,-,378000000.0,
Công ty TNHH MTV Xây dựng C.E.O Phú Quốc,Phải thu khác > Công ty TNHH MTV Xây dựng C.E.O Phú Quốc,Công ty TNHH MTV Xây dựng C.E.O Phú Quốc,28.692.684,-,28692684.0,
Phải trả người bán,Phải trả người bán,Phải trả người bán,Phải trả người bán,Phải trả người bán,,
Công ty CP Du lịch C.E.O,Phải trả người bán > Công ty CP Du lịch C.E.O,Công ty CP Du lịch C.E.O,477.417.009,779.903.650,477417009.0,779903650.0
Công ty TNHH C.E.O Hospitality,Phải trả người bán > Công ty TNHH C.E.O Hospitality,Công ty TNHH C.E.O Hospitality,2.568.234.980,6.496.217.955,2568234980.0,6496217955.0
Công ty TNHH Green Phú Quốc,Phải trả người bán > Công ty TNHH Green Phú Quốc,Công ty TNHH Green Phú Quốc,150.297.942,265.909.132,150297942.0,265909132.0
Công ty TNHH MTV Phú Kiên Phú Quốc,Phải trả người bán > Công ty TNHH MTV Phú Kiên Phú Quốc,Công ty TNHH MTV Phú Kiên Phú Quốc,135.581.199,192.846.994,135581199.0,192846994.0
Công ty CP Xây dựng C.E.O,Phải trả người bán > Công ty CP Xây dựng C.E.O,Công ty CP Xây dựng C.E.O,-,11.988.769.666,,11988769666.0
Công ty TNHH MTV Tư vấn thiết kế C.E.O,Phải trả người bán > Công ty TNHH MTV Tư vấn thiết kế C.E.O,Công ty TNHH MTV Tư vấn thiết kế C.E.O,-,1.476.879.329,,1476879329.0
Công ty TNHH Phát triển nguồn nhân lực C.E.O,Phải trả người bán > Công ty TNHH Phát triển nguồn nhân lực C.E.O,Công ty TNHH Phát triển nguồn nhân lực C.E.O,-,60.205.885,,60205885.0
Công ty TNHH Du lịch và Dịch vụ Happy Family Vân Đồn,Phải trả người bán > Công ty TNHH Du lịch và Dịch vụ Happy Family Vân Đồn,Công ty TNHH Du lịch và Dịch vụ Happy Family Vân Đồn,513.825.564,-,513825564.0,
Công ty CP Đầu tư và Phát triển Phú Quốc,Phải trả người bán > Công ty CP Đầu tư và Phát triển Phú Quốc,Công ty CP Đầu tư và Phát triển Phú Quốc,67.900.001,22.074.000,67900001.0,22074000.0
