row_label_raw,row_label_full,Công ty TNHH MTV Xây dựng C.E.O Phú Quốc,20.632.788.366,-,15.703.161.838,-_1,numeric__20.632.788.366,numeric__-,numeric__15.703.161.838,numeric__-_1
Các đối tượng khác,Các đối tượng khác,Các đối tượng khác,5.291.199.214,(340.000.000),6.451.671.507,(340.000.000),5291199214.0,-340000000.0,6451671507.0,-340000000.0
Cộng,Cộng,Cộng,48.982.815.114,(340.000.000),29.166.409.195,(340.000.000),48982815114.0,-340000000.0,29166409195.0,-340000000.0
