row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2017 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2016 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2017 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2016 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,12.637.549.130.004,8.941.615.170.286,,,12637549130004.0,8941615170286.0
02,02,02,Các khoản giảm trừ doanh thu,,(18.265.097.431),(5.368.504.419),,,-18265097431.0,-5368504419.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,23,12.619.284.032.573,8.936.246.665.867,,23.0,12619284032573.0,8936246665867.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,24,(11.250.912.688.136),(7.924.276.595.903),,24.0,-11250912688136.0,-7924276595903.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,1.368.371.344.437,1.011.970.069.964,,,1368371344437.0,1011970069964.0
21,21,21,Doanh thu hoạt động tài chính,25,115.431.320.583,110.477.635.742,,25.0,115431320583.0,110477635742.0
22,22,22,Chi phí tài chính,26,(377.931.538.898),(299.466.412.884),,26.0,-377931538898.0,-299466412884.0
23,23,23,- Trong đó: Chi phí lãi vay,,(267.678.707.112),(141.639.235.578),,,-267678707112.0,-141639235578.0
25,25,25,Chi phí bán hàng,27,(274.459.717.776),(161.720.090.541),,27.0,-274459717776.0,-161720090541.0
26,26,26,Chi phí quản lý doanh nghiệp,28,(69.475.510.501),(53.844.533.744),,28.0,-69475510501.0,-53844533744.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,761.935.897.845,607.416.668.537,,,761935897845.0,607416668537.0
31,31,31,Thu nhập khác,,21.395.541.214,3.479.939.182,,,21395541214.0,3479939182.0
32,32,32,Chi phí khác,,(1.845.194.772),(3.131.486.085),,,-1845194772.0,-3131486085.0
40,40,40,Lợi nhuận khác,29,19.550.346.442,348.453.097,,29.0,19550346442.0,348453097.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,781.486.244.287,607.765.121.634,,,781486244287.0,607765121634.0
51,51,51,Chi phí thuế TNDN hiện hành,30,(74.256.697.397),(89.995.715.745),,30.0,-74256697397.0,-89995715745.0
52,52,52,Thu nhập thuế TNDN hoãn lại,30,282.772.519,213.085,,30.0,282772519.0,213085.0
60,60,60,Lợi nhuận sau thuế TNDN,,707.512.319.409,517.769.618.974,,,707512319409.0,517769618974.0
,,,Phân bổ cho:,,,,,,,
61,61,61,Lợi nhuận sau thuế của công ty mẹ,,707.512.319.409,517.770.015.364,,,707512319409.0,517770015364.0
62,62,62,Phần thuộc cổ đông không kiểm soát,,-,(396.390),,,,-396390.0
70,70,70,Lãi cơ bản trên cổ phiếu,21,,4.966,,21.0,,4966.0
71,71,71,Lãi suy giảm trên cổ phiếu,21,,4.966,,21.0,,4966.0
