row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2017,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2016,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2017,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2016
Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),Lợi nhuận thuần phân bổ cho các cổ đông (VND),707.512.319.409,517.769.618.974,707512319409.0,517769618974.0
"Điều chỉnh giảm số trích quỹ khen thưởng,phúc lợi (VND) (*)","Điều chỉnh giảm số trích quỹ khen thưởng,phúc lợi (VND) (*)","Điều chỉnh giảm số trích quỹ khen thưởng,phúc lợi (VND) (*)",-,(25.888.813.583),,-25888813583.0
,,,707.512.319.409,491.880.805.391,707512319409.0,491880805391.0
Bình quân số cổ phiếu phổ thông đang lưu hành(cổ phiếu) (**),Bình quân số cổ phiếu phổ thông đang lưu hành(cổ phiếu) (**),Bình quân số cổ phiếu phổ thông đang lưu hành(cổ phiếu) (**),99.051.455,99.051.455,99051455.0,99051455.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),7.143,4.966,7143.0,4966.0
