row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2017VNĐ,Tại ngày 31 tháng 12 năm > 2016VNĐ,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2017VNĐ,numeric__Tại ngày 31 tháng 12 năm > 2016VNĐ
300,300,300,NỘ PHẢI TRÀ,,7.233.998.066.002,4.809.775.573.381,,,7233998066002.0,4809775573381.0
310,310,310,Nợ ngắn hạn,,5.556.563.551.740,2.948.433.701.279,,,5556563551740.0,2948433701279.0
311,311,311,Phải trả người bán ngắn hạn,12,777.333.834.419,440.639.330.513,,12.0,777333834419.0,440639330513.0
312,312,312,Người mua trả tiền trước ngắn hạn,,155.994.549.141,76.188.232.135,,,155994549141.0,76188232135.0
313,313,313,Thuế và các khoản phải nộp ngân sách Nhà nước,13,44.677.906.245,108.712.643.308,,13.0,44677906245.0,108712643308.0
314,314,314,Phải trả người lao động,,30.302.270.947,18.267.868.106,,,30302270947.0,18267868106.0
315,315,315,Chi phí phải trả ngắn hạn,14,2.210.251.118,4.808.904.719,,14.0,2210251118.0,4808904719.0
319,319,319,Phải trả ngắn hạn khác,,15.065.244.213,132.739.235,,,15065244213.0,132739235.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,15(a),4.503.075.205.047,2.295.882.606.236,,,4503075205047.0,2295882606236.0
322,322,322,"Quỹ khen thưởng, phúc lợi",16,27.904.290.610,3.801.377.027,,16.0,27904290610.0,3801377027.0
330,330,330,Nợ dài hạn,,1.677.434.514.262,1.861.341.872.102,,,1677434514262.0,1861341872102.0
337,337,337,Phải trả dài hạn khác,,1.299.090.000,1.299.090.000,,,1299090000.0,1299090000.0
338,338,338,Vay và nợ thuê tài chính dài hạn,15(b),1.676.135.424.262,1.860.042.782.102,,,1676135424262.0,1860042782102.0
400,400,400,VỐN CHỦ SỞ HỮU,,2.940.455.378.424,1.580.446.422.598,,,2940455378424.0,1580446422598.0
410,410,410,Vốn chủ sở hữu,,2.940.455.378.424,1.580.446.422.598,,,2940455378424.0,1580446422598.0
411,411,411,Vốn góp của chủ sở hữu,"17, 18",1.300.000.000.000,660.343.610.000,,,1300000000000.0,660343610000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.300.000.000.000,660.343.610.000,,,1300000000000.0,660343610000.0
412,412,412,Thặng dư vốn cổ phần,18,766.255.590.000,264.355.590.000,,18.0,766255590000.0,264355590000.0
418,418,418,Quỹ đầu tư phát triển,18,23.207.319.954,12.851.794.521,,18.0,23207319954.0,12851794521.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,18,20.437.676.048,4.904.387.898,,18.0,20437676048.0,4904387898.0
421,421,421,Lợi nhuận sau thuế chưa phân phối,18,830.554.792.422,634.991.436.569,,18.0,830554792422.0,634991436569.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế của các năm trước,,250.042.869.403,117.221.421.205,,,250042869403.0,117221421205.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,580.511.923.019,517.770.015.364,,,580511923019.0,517770015364.0
429,429,429,Lợi ích cổ đông không kiểm soát,20,,2.999.603.610,,20.0,,2999603610.0
440,440,440,TỔNG NGUỒN VỐN,,10.174.453.444.426,6.390.221.995.979,,,10174453444426.0,6390221995979.0
