row_label_raw,row_label_full,col_0,Tại ngày1.1.2017VND,Số phải nộptrong nămVND,Số đã nộptrong nămVND,Tại ngày31.12.2017VND,numeric__Tại ngày1.1.2017VND,numeric__Số phải nộptrong nămVND,numeric__Số đã nộptrong nămVND,numeric__Tại ngày31.12.2017VND
Phải nộp/(phải thu),Phải nộp/(phải thu),Phải nộp/(phải thu),Phải nộp/(phải thu),Phải nộp/(phải thu),Phải nộp/(phải thu),Phải nộp/(phải thu),,,,
Thuế GTGT hàng bánnội địa,Phải nộp/(phải thu) > Thuế GTGT hàng bánnội địa,Thuế GTGT hàng bánnội địa,(321.296.623.006),2.225.156.680.085,(2.290.991.937.676),(387.131.880.597),-321296623006.0,2225156680085.0,-2290991937676.0,-387131880597.0
Thuế GTGT hàng nhậpkhẩu,Phải nộp/(phải thu) > Thuế GTGT hàng nhậpkhẩu,Thuế GTGT hàng nhậpkhẩu,43.247.552.943,773.116.392.175,(816.363.945.118),-,43247552943.0,773116392175.0,-816363945118.0,
"Thuế xuất, nhập khẩu","Phải nộp/(phải thu) > Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",7.129.301.353,13.485.352.581,(20.614.653.934),-,7129301353.0,13485352581.0,-20614653934.0,
Thuế thu nhập doanhnghiệp,Phải nộp/(phải thu) > Thuế thu nhập doanhnghiệp,Thuế thu nhập doanhnghiệp,57.685.256.211,74.256.697.397,(87.685.256.211),44.256.697.397,57685256211.0,74256697397.0,-87685256211.0,44256697397.0
Thuế thu nhập cá nhân,Phải nộp/(phải thu) > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,650.532.801,6.764.425.715,(6.993.749.668),421.208.848,650532801.0,6764425715.0,-6993749668.0,421208848.0
Các loại thuế khác,Phải nộp/(phải thu) > Các loại thuế khác,Các loại thuế khác,-,1.437.542.680,(1.437.542.680),-,,1437542680.0,-1437542680.0,
,,,(212.583.979.698),3.094.217.090.633,(3.224.087.085.287),(342.453.974.352),-212583979698.0,3094217090633.0,-3224087085287.0,-342453974352.0
