row_label_raw,row_label_full,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH,,,
01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,01. Thu nhập lãi và các khoản thu nhập tương tự nhận được,V.13; VI.1,4.934.146,5.860.160,,4934146.0,5860160.0
02. Chi phí lãi và các chi phí tương tự đã trả,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 02. Chi phí lãi và các chi phí tương tự đã trả,02. Chi phí lãi và các chi phí tương tự đã trả,V.18; VI.2,(3.225.183),(3.508.722),,-3225183.0,-3508722.0
03. Thu nhập hoạt động dịch vụ nhận được,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 03. Thu nhập hoạt động dịch vụ nhận được,03. Thu nhập hoạt động dịch vụ nhận được,VI.3,396.044,255.650,,396044.0,255650.0
"04. Chênh lệch số tiền thực thu/thực chỉ từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 04. Chênh lệch số tiền thực thu/thực chỉ từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)","04. Chênh lệch số tiền thực thu/thực chỉ từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,42.799,92.010,,42799.0,92010.0
05. Thu nhập khác,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 05. Thu nhập khác,05. Thu nhập khác,,(3.162),(5.435),,-3162.0,-5435.0
"06. Tiền thu các khoản nợ đã được xử lý xóa, bù đáp bằng nguồn rủi ro","LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 06. Tiền thu các khoản nợ đã được xử lý xóa, bù đáp bằng nguồn rủi ro","06. Tiền thu các khoản nợ đã được xử lý xóa, bù đáp bằng nguồn rủi ro",VI.6,83.647,32.685,,83647.0,32685.0
"07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ","07. Tiền chỉ trả cho nhân viên và hoạt động quản lý, công vụ",,(1.419.053),(1.107.374),,-1419053.0,-1107374.0
08. Tiền thuế thực nộp trong kỳ,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > 08. Tiền thuế thực nộp trong kỳ,08. Tiền thuế thực nộp trong kỳ,VIII.2,(174.815),(178.957),,-174815.0,-178957.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước thay đổi về tài sản và vốn lưu động,LUỦ CHUYỀN TIỀN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước thay đổi về tài sản và vốn lưu động,,634.423,1.440.017,,634423.0,1440017.0
