row_label_raw,row_label_full,Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền_1,Tiền và các khoản tương đương tiền_2,numeric__Tiền và các khoản tương đương tiền_1,numeric__Tiền và các khoản tương đương tiền_2
,,,Số cuối năm,Số đầu năm,,
Tiền mặt và các khoản tương đương tiền tại quỹ,Tiền mặt và các khoản tương đương tiền tại quỹ,Tiền mặt và các khoản tương đương tiền tại quỹ,742.817,1.046.615,742817.0,1046615.0
Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,Tiền gửi tại Ngân hàng Nhà nước,1.347.927,4.755.046,1347927.0,4755046.0
"Tiền gửi thanh toán, tiền gửi không kỳ hạn và cho vay các TCTD khác","Tiền gửi thanh toán, tiền gửi không kỳ hạn và cho vay các TCTD khác","Tiền gửi thanh toán, tiền gửi không kỳ hạn và cho vay các TCTD khác",8.687.834,9.411.377,8687834.0,9411377.0
Tiền gửi các TCTD khác với kỳ hạn gốc không quá 3 tháng,Tiền gửi các TCTD khác với kỳ hạn gốc không quá 3 tháng,Tiền gửi các TCTD khác với kỳ hạn gốc không quá 3 tháng,15.089.800,20.461.140,15089800.0,20461140.0
Cộng,Cộng,Cộng,25.868.378,35.674.178,25868378.0,35674178.0
