row_label_raw,row_label_full,col_0,Tại 31/12/2023,Số phải nộp trong năm,Số đã nộp trong năm,Tại 31/12/2024,numeric__Tại 31/12/2023,numeric__Số phải nộp trong năm,numeric__Số đã nộp trong năm,numeric__Tại 31/12/2024
Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,Thuế GTGT hàng bán nội địa,18,216,(128),106,18.0,216.0,-128.0,106.0
Thuế thu nhập doanh nghiệp (*),Thuế thu nhập doanh nghiệp (*),Thuế thu nhập doanh nghiệp (*),70.902,142.952,(81.211),132.643,70902.0,142952.0,-81211.0,132643.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,1.294,37.959,(32.809),6.444,1294.0,37959.0,-32809.0,6444.0
Cộng,Cộng,Cộng,72.214,181.127,(114.148),139.193,72214.0,181127.0,-114148.0,139193.0
