row_label_raw,row_label_full,col_0,Năm 2024,Năm 2023,numeric__Năm 2024,numeric__Năm 2023
"Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí","Chi nộp thuế và các khoản phí, lệ phí",1.187,626,1187.0,626.0
Chi phí cho nhân viên,Chi phí cho nhân viên,Chi phí cho nhân viên,143.687,140.529,143687.0,140529.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,127.419,122.409,127419.0,122409.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,11.270,12.071,11270.0,12071.0
- Các khoản chi khác,- Các khoản chi khác,- Các khoản chi khác,4.878,5.901,4878.0,5901.0
- Các khoản chi trợ cấp,- Các khoản chi trợ cấp,- Các khoản chi trợ cấp,120,148,120.0,148.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,39.528,46.849,39528.0,46849.0
- Chi khấu hao tài sản cố định,- Chi khấu hao tài sản cố định,- Chi khấu hao tài sản cố định,15.985,16.275,15985.0,16275.0
- Chi khác về tài sản,- Chi khác về tài sản,- Chi khác về tài sản,23.543,30.574,23543.0,30574.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,50.953,53.752,50953.0,53752.0
- Công tác phí,- Công tác phí,- Công tác phí,5.238,4.525,5238.0,4525.0
- Chi cho hoạt động đoàn thể của tổ chức tín dụng,- Chi cho hoạt động đoàn thể của tổ chức tín dụng,- Chi cho hoạt động đoàn thể của tổ chức tín dụng,772,1.134,772.0,1134.0
- Chi phí khác,- Chi phí khác,- Chi phí khác,44.943,48.093,44943.0,48093.0
Trích lập/(hoàn nhập) dự phòng rủi ro đầu tư dài hạn,Trích lập/(hoàn nhập) dự phòng rủi ro đầu tư dài hạn,Trích lập/(hoàn nhập) dự phòng rủi ro đầu tư dài hạn,46.924,4.812,46924.0,4812.0
Trích lập/(hoàn nhập) dự phòng rủi ro tài sản có khác,Trích lập/(hoàn nhập) dự phòng rủi ro tài sản có khác,Trích lập/(hoàn nhập) dự phòng rủi ro tài sản có khác,(129.274),50.436,-129274.0,50436.0
Cộng,Cộng,Cộng,153.005,297.004,153005.0,297004.0
