row_label_raw,row_label_full,col_0,Tại 31/12/2024,Tại 31/12/2023,numeric__Tại 31/12/2024,numeric__Tại 31/12/2023
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,419.801,878.490,419801.0,878490.0
Trái phiếu Chính phủ,Trái phiếu Chính phủ,Trái phiếu Chính phủ,105.875,202.176,105875.0,202176.0
Chứng khoán Nợ của các TCTD khác trong nước,Chứng khoán Nợ của các TCTD khác trong nước,Chứng khoán Nợ của các TCTD khác trong nước,313.926,460.314,313926.0,460314.0
Chứng khoán Nợ của các TCKT trong nước,Chứng khoán Nợ của các TCKT trong nước,Chứng khoán Nợ của các TCKT trong nước,-,16.000,,16000.0
Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,Chứng chỉ tiền gửi,-,200.000,,200000.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,1.662.374,786.251,1662374.0,786251.0
Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,Chứng khoán Vốn do các TCKT trong nước phát hành,1.662.374,786.251,1662374.0,786251.0
Cộng,Cộng,Cộng,2.082.175,1.664.741,2082175.0,1664741.0
Dự phòng rủi ro giảm giá chứng khoán đầu tư sẵn sàng đề bán,Dự phòng rủi ro giảm giá chứng khoán đầu tư sẵn sàng đề bán,Dự phòng rủi ro giảm giá chứng khoán đầu tư sẵn sàng đề bán,(179.987),(104.644),-179987.0,-104644.0
Dự phòng cụ thể,Dự phòng cụ thể,Dự phòng cụ thể,-,-,,
Dự phòng chung,Dự phòng cụ thể > Dự phòng chung,Dự phòng chung,-,(120),,-120.0
Dự phòng rủi ro giảm giá,Dự phòng cụ thể > Dự phòng rủi ro giảm giá,Dự phòng rủi ro giảm giá,(179.987),(104.524),-179987.0,-104524.0
,,,1.902.188,1.560.097,1902188.0,1560097.0
