row_label_raw,row_label_full,Nhóm nợ,Tại 31/12/2024,Tại 31/12/2023,numeric__Tại 31/12/2024,numeric__Tại 31/12/2023
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,3.691.763,6.115.620,3691763.0,6115620.0
- Tiền gửi tại các TCTD khác,- Tiền gửi tại các TCTD khác,- Tiền gửi tại các TCTD khác,3.691.763,5.194.500,3691763.0,5194500.0
- Cho vay các TCTD khác,- Cho vay các TCTD khác,- Cho vay các TCTD khác,-,921.120,,921120.0
