row_label_raw,row_label_full,col_0,Tại 31/12/2024,Tại 31/12/2023,numeric__Tại 31/12/2024,numeric__Tại 31/12/2023
Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,Các khoản phải thu nội bộ,3.235,245,3235.0,245.0
Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,Các khoản phải thu bên ngoài,1.955.478,545.326,1955478.0,545326.0
Mua sắm tài sản cố định,Mua sắm tài sản cố định,Mua sắm tài sản cố định,1,801,1.0,801.0
"Các khoản ký quỹ, thế chấp, cảm cố:","Các khoản ký quỹ, thế chấp, cảm cố:","Các khoản ký quỹ, thế chấp, cảm cố:",1.682.678,202.428,1682678.0,202428.0
- Đặt cọc mua Trải phiếu Chính phủ (*),- Đặt cọc mua Trải phiếu Chính phủ (*),- Đặt cọc mua Trải phiếu Chính phủ (*),800.000,200.000,800000.0,200000.0
"- Đặt cọc đầu tư, mua trụ sở văn phòng tại Hà Nội và Hồ Chí Minh(**)","- Đặt cọc đầu tư, mua trụ sở văn phòng tại Hà Nội và Hồ Chí Minh(**)","- Đặt cọc đầu tư, mua trụ sở văn phòng tại Hà Nội và Hồ Chí Minh(**)",880.000,-,880000.0,
"- Ký cược, ký quỹ khác","- Ký cược, ký quỹ khác","- Ký cược, ký quỹ khác",2.678,2.428,2678.0,2428.0
Các khoản chờ Ngân sách Nhà nước thanh toán,Các khoản chờ Ngân sách Nhà nước thanh toán,Các khoản chờ Ngân sách Nhà nước thanh toán,560,560,560.0,560.0
Các khoản phải thu khác:,Các khoản phải thu khác:,Các khoản phải thu khác:,272.239,341.537,272239.0,341537.0
- Phải thu từ các khoản mua bán chứng khoán,- Phải thu từ các khoản mua bán chứng khoán,- Phải thu từ các khoản mua bán chứng khoán,11.969,265.969,11969.0,265969.0
- Phải thu từ các hợp đồng mua và bán lại,- Phải thu từ các hợp đồng mua và bán lại,- Phải thu từ các hợp đồng mua và bán lại,15.947,15.947,15947.0,15947.0
- Phải thu từ các hợp đồng hợp tác đầu tư,- Phải thu từ các hợp đồng hợp tác đầu tư,- Phải thu từ các hợp đồng hợp tác đầu tư,17.824,20.324,17824.0,20324.0
- Phải thu đối tác trả chậm ủy thác đầu tư,- Phải thu đối tác trả chậm ủy thác đầu tư,- Phải thu đối tác trả chậm ủy thác đầu tư,1.406,1.406,1406.0,1406.0
"- Phải thu các khoản thu hộ, chi hộ","- Phải thu các khoản thu hộ, chi hộ","- Phải thu các khoản thu hộ, chi hộ",51.438,20.264,51438.0,20264.0
- Phải thu tiền trả lãi đối tác nước ngoài chưa đến hạn thanh toán (***),- Phải thu tiền trả lãi đối tác nước ngoài chưa đến hạn thanh toán (***),- Phải thu tiền trả lãi đối tác nước ngoài chưa đến hạn thanh toán (***),144.398,-,144398.0,
- Phải thu khác,- Phải thu khác,- Phải thu khác,29.257,17.627,29257.0,17627.0
Cộng,Cộng,Cộng,1.958.713,545.571,1958713.0,545571.0
