row_label_raw,row_label_full,col_0,31/12/2021Nghìn VND,1/1/2021Nghìn VND,numeric__31/12/2021Nghìn VND,numeric__1/1/2021Nghìn VND
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,,
Phải thu tiền cấp quyền khai thác khoáng sản (a),Phải thu ngắn hạn khác > Phải thu tiền cấp quyền khai thác khoáng sản (a),Phải thu tiền cấp quyền khai thác khoáng sản (a),241.979.433,239.835.807,241979433.0,239835807.0
Phải thu tiền bồi thường bảo hiểm (b),Phải thu ngắn hạn khác > Phải thu tiền bồi thường bảo hiểm (b),Phải thu tiền bồi thường bảo hiểm (b),74.794.500,-,74794500.0,
Trả trước phí bảo vệ môi trường,Phải thu ngắn hạn khác > Trả trước phí bảo vệ môi trường,Trả trước phí bảo vệ môi trường,43.000.000,-,43000000.0,
Trả trước thuế nhập khẩu,Phải thu ngắn hạn khác > Trả trước thuế nhập khẩu,Trả trước thuế nhập khẩu,19.568.139,-,19568139.0,
Phải thu thuế nhập khẩu,Phải thu ngắn hạn khác > Phải thu thuế nhập khẩu,Phải thu thuế nhập khẩu,17.175.216,,17175216.0,
Lãi tiền gửi,Phải thu ngắn hạn khác > Lãi tiền gửi,Lãi tiền gửi,902.662,19.197.889,902662.0,19197889.0
Phải thu từ giảm giá mua của HCS,Phải thu ngắn hạn khác > Phải thu từ giảm giá mua của HCS,Phải thu từ giảm giá mua của HCS,-,26.476.816,,26476816.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác > Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,23.846.152,35.579.024,23846152.0,35579024.0
,,,421.266.102,321.089.536,421266102.0,321089536.0
