row_label_raw,row_label_full,col_0,31/12/2021VND’000,1/1/2021VND’000,numeric__31/12/2021VND’000,numeric__1/1/2021VND’000
Within one year,Within one year,Within one year,"12,080,324","16,497,931",,
Within two to five years,Within two to five years,Within two to five years,"14,967,391","16,599,443",,
,,,"27,047,715","33,097,374",,
