row_label_raw,row_label_full,col_0,Code,Note,2021VND'000,2020VND'000,numeric__Code,numeric__Note,numeric__2021VND'000,numeric__2020VND'000
Net profit after tax(60 = 50 - 51 - 52)(brought from previous page),Net profit after tax(60 = 50 - 51 - 52)(brought from previous page),Net profit after tax(60 = 50 - 51 - 52)(brought from previous page),60,,"261,123,629","51,790,958",60.0,,,
Net profit attributable to:,Net profit attributable to:,Net profit attributable to:,Net profit attributable to:,Net profit attributable to:,Net profit attributable to:,Net profit attributable to:,,,,
Shareholders of the Company,Net profit attributable to: > Shareholders of the Company,Shareholders of the Company,61,,"195,611,320","39,195,963",61.0,,,
Non-controlling interest,Net profit attributable to: > Non-controlling interest,Non-controlling interest,62,,"65,512,309","12,594,995",62.0,,,
,,,,,VND,VND,,,,
Earnings per share,Earnings per share,Earnings per share,Earnings per share,Earnings per share,Earnings per share,Earnings per share,,,,
Basic earnings per share (VND),Earnings per share > Basic earnings per share (VND),Basic earnings per share (VND),70,34,178,39,70.0,34.0,178.0,39.0
