row_label_raw,row_label_full,col_0,2021,2020,numeric__2021,numeric__2020
buildings and structures,buildings and structures,buildings and structures,5 - 27 years,5 - 20 years,,
machinery and equipment,machinery and equipment,machinery and equipment,3 - 22 years,3 - 20 years,,
other mining assets,other mining assets,other mining assets,26 years,19 years,,
