row_label_raw,row_label_full,col_0,2021VND'000,2020VND'000,numeric__2021VND'000,numeric__2020VND'000
Call option fee,Call option fee,Call option fee,-,"406,473,000",,
Foreign exchange gains,Foreign exchange gains,Foreign exchange gains,"333,321,053","187,623,389",,
Interest income from deposit and loans,Interest income from deposit and loans,Interest income from deposit and loans,"11,226,946","52,304,346",,
Others,Interest income from deposit and loans > Others,Others,"74,947","81,613",74.947,81.613
,,,"344,622,946","646,482,348",,
