row_label_raw,row_label_full,col_0,2021VND'000,2020VND'000,numeric__2021VND'000,numeric__2020VND'000
Gain from bargain purchase from business combination,Gain from bargain purchase from business combination,Gain from bargain purchase from business combination,-,"1,298,081,205",,
Insurance claims,Insurance claims,Insurance claims,"87,316,300",-,,
Gain on scrap sales,Gain on scrap sales,Gain on scrap sales,"10,795,294","1,462,130",,
Gain on disposal of fixed assets,Gain on scrap sales > Gain on disposal of fixed assets,Gain on disposal of fixed assets,"121,641","12,478,204",121.641,
Other,Other,Other,"43,939,657","16,964,529",,
,,,"142,172,892","1,328,986,068",,
