row_label_raw,row_label_full,col_0,31/12/2021VND’000,1/1/2021VND’000,numeric__31/12/2021VND’000,numeric__1/1/2021VND’000
Land compensation,Land compensation,Land compensation,"337,970,014","774,195,509",,
"Site clearance, relocation infrastructure and others","Site clearance, relocation infrastructure and others","Site clearance, relocation infrastructure and others","194,478,207","209,074,215",,
"Plant, machinery and equipment","Plant, machinery and equipment","Plant, machinery and equipment","477,823,887","151,254,220",,
Tailing dams,"Plant, machinery and equipment > Tailing dams",Tailing dams,-,"25,288",,25.288
Other assets,Other assets,Other assets,"147,212,080","332,930,997",,
,,,"1,157,484,188","1,467,480,229",,
