row_label_raw,row_label_full,col_0,1/1/2021Giá trị ghi sổ và số cókhả năng trả nợNghìn VND,Biến động trong năm > TăngNghìn VND,Biến động trong năm > Thanh toánNghìn VND,Biến động trong năm > Chênh lệch tỷ giáchưa thực hiệnNghìn VND,31/12/2021Giá trị ghi sổ và số cókhả năng trả nợNghìn VND,numeric__1/1/2021Giá trị ghi sổ và số cókhả năng trả nợNghìn VND,numeric__Biến động trong năm > TăngNghìn VND,numeric__Biến động trong năm > Thanh toánNghìn VND,numeric__Biến động trong năm > Chênh lệch tỷ giáchưa thực hiệnNghìn VND,numeric__31/12/2021Giá trị ghi sổ và số cókhả năng trả nợNghìn VND
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,3.164.644.018,5.608.097.474,(4.966.849.015),(4.262.090),3.801.630.387,3164644018.0,5608097474.0,-4966849015.0,-4262090.0,3801630387.0
Trái phiếu dài hạn đến hạn trả(Thuyết minh 20(b)),Trái phiếu dài hạn đến hạn trả(Thuyết minh 20(b)),Trái phiếu dài hạn đến hạn trả(Thuyết minh 20(b)),998.222.222,1.000.240.564,(1.000.000.000),-,998.462.786,998222222.0,1000240564.0,-1000000000.0,,998462786.0
,,,4.162.866.240,6.608.338.038,(5.966.849.015),(4.262.090),4.800.093.173,4162866240.0,6608338038.0,-5966849015.0,-4262090.0,4800093173.0
