row_label_raw,row_label_full,col_0,Buildings and structures VND'000,Land VND'000,Total VND'000,numeric__Buildings and structures VND'000,numeric__Land VND'000,numeric__Total VND'000
Cost,Cost,Cost,Cost,Cost,Cost,,,
Opening balance,Opening balance,Opening balance,-,-,-,,,
Reclassification from tangible fixed assets (Note 11),Reclassification from tangible fixed assets (Note 11),Reclassification from tangible fixed assets (Note 11),"1,220,893,978",-,"1,220,893,978",,,
Reclassification from intangible fixed assets (Note 12),Reclassification from intangible fixed assets (Note 12),Reclassification from intangible fixed assets (Note 12),-,"37,535,619","37,535,619",,,
Currency translation difference,Currency translation difference,Currency translation difference,"(98,768,634)","(3,486,710)","(102,255,344)",,,
Closing balance,Closing balance,Closing balance,"1,122,125,344","34,048,909","1,156,174,253",,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,,,
Opening balance,Opening balance,Opening balance,-,-,-,,,
Charge for the year,Charge for the year,Charge for the year,"65,789,575",-,"65,789,575",,,
Reclassification from tangible fixed assets (Note 11),Reclassification from tangible fixed assets (Note 11),Reclassification from tangible fixed assets (Note 11),"315,295,303",-,"315,295,303",,,
Currency translation difference,Currency translation difference,Currency translation difference,"(25,457,933)",-,"(25,457,933)",,,
Closing balance,Closing balance,Closing balance,"355,626,945",-,"355,626,945",,,
Net book value,Net book value,Net book value,Net book value,Net book value,Net book value,,,
Opening balance,Opening balance,Opening balance,-,-,-,,,
Closing balance,Closing balance,Closing balance,"766,498,399","34,048,909","800,547,308",,,
