row_label_raw,row_label_full,col_0,Code,Note,31/12/2021VND'000,1/1/2021VND'000,numeric__Code,numeric__Note,numeric__31/12/2021VND'000,numeric__1/1/2021VND'000
Long term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),Long term assets(200 = 210 + 220 + 230 + 240 + 250 + 260),200,,"28,774,460,852","30,352,548,829",200.0,,,
Accounts receivable – long-term,Accounts receivable – long-term,Accounts receivable – long-term,210,,"1,344,574,789","1,298,310,451",210.0,,,
Other long-term receivables,Other long-term receivables,Other long-term receivables,216,9,"1,344,574,789","1,298,310,451",216.0,9.0,,
Fixed assets,Fixed assets,Fixed assets,220,,"21,507,557,062","23,784,752,467",220.0,,,
Tangible fixed assets,Tangible fixed assets,Tangible fixed assets,221,11,"17,916,829,652","19,826,833,068",221.0,11.0,,
Cost,Cost,Cost,222,,"29,323,337,078","30,478,383,425",222.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,223,,"(11,406,507,426)","(10,651,550,357)",223.0,,,
Finance lease tangible fixed assets,Finance lease tangible fixed assets,Finance lease tangible fixed assets,224,,-,-,224.0,,,
Cost,Cost,Cost,225,,"67,300,000","67,300,000",225.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,226,,"(67,300,000)","(67,300,000)",226.0,,,
Intangible fixed assets,Intangible fixed assets,Intangible fixed assets,227,12,"3,590,727,410","3,957,919,399",227.0,12.0,,
Cost,Cost,Cost,228,,"4,500,413,119","4,693,664,166",228.0,,,
Accumulated amortisation,Accumulated amortisation,Accumulated amortisation,229,,"(909,685,709)","(735,744,767)",229.0,,,
Investment property,Investment property,Investment property,230,13,"800,547,308",-,230.0,13.0,,
Cost,Cost,Cost,231,,"1,156,174,253",-,231.0,,,
Accumulated depreciation,Accumulated depreciation,Accumulated depreciation,232,,"(355,626,945)",-,232.0,,,
Long-term work in progress,Long-term work in progress,Long-term work in progress,240,,"1,157,484,188","1,467,480,229",240.0,,,
Construction in progress,Construction in progress,Construction in progress,242,14,"1,157,484,188","1,467,480,229",242.0,14.0,,
Long-term financial investments,Long-term financial investments,Long-term financial investments,250,6,"180,510,490","202,627,868",250.0,6.0,,
"Investments in associates, joint ventures","Investments in associates, joint ventures","Investments in associates, joint ventures",252,,"180,510,490","195,227,868",252.0,,,
Held-to-maturity investments,Held-to-maturity investments,Held-to-maturity investments,255,,-,"7,400,000",255.0,,,
Other long-term assets,Other long-term assets,Other long-term assets,260,,"3,783,787,015","3,599,377,814",260.0,,,
Long-term prepaid expenses,Long-term prepaid expenses,Long-term prepaid expenses,261,15,"3,486,983,142","2,905,894,138",261.0,15.0,,
Deferred tax assets,Deferred tax assets,Deferred tax assets,262,21(a),"296,803,873","693,483,676",262.0,,,
TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),TOTAL ASSETS (270 = 100 + 200),270,,"39,351,197,182","40,108,847,814",270.0,,,
