row_label_raw,row_label_full,From 1/1/2021 to 31/12/2021,Copper VND'000,Fluorspar VND'000,Tungsten VND'000,Others VND'000,Total VND'000,numeric__Copper VND'000,numeric__Fluorspar VND'000,numeric__Tungsten VND'000,numeric__Others VND'000,numeric__Total VND'000
Capital expenditure,Capital expenditure,Capital expenditure,-,-,"112,758,089","164,118,584","276,876,673",,,,,
Unallocated capital expenditure,Unallocated capital expenditure,Unallocated capital expenditure,,,,,"644,683,303",,,,,
Depreciation and amortisation,Depreciation and amortisation,Depreciation and amortisation,"11,728,610","44,344,098","679,307,009","69,379,559","804,759,276",,,,,
Unallocated depreciation and amortisation,Unallocated depreciation and amortisation,Unallocated depreciation and amortisation,,,,,"783,851,503",,,,,
Unallocated amortization of prepayment,Unallocated amortization of prepayment,Unallocated amortization of prepayment,,,,,"308,082,904",,,,,
From 1/1/2020 to 31/12/2020,From 1/1/2020 to 31/12/2020,From 1/1/2020 to 31/12/2020,Copper VND'000,Fluorspar VND'000,Tungsten VND'000,Others VND'000,Total VND'000,,,,,
Capital expenditure,Capital expenditure,Capital expenditure,-,-,"95,552,600","83,095,789","178,648,389",,,,,
Unallocated capital expenditure,Unallocated capital expenditure,Unallocated capital expenditure,,,,,"1,295,588,865",,,,,
Depreciation and amortisation,Depreciation and amortisation,Depreciation and amortisation,"13,783,364","68,957,589","468,824,448","87,699,306","639,264,707",,,,,
Unallocated depreciation and amortisation,Unallocated depreciation and amortisation,Unallocated depreciation and amortisation,,,,,"917,974,537",,,,,
Unallocated amortization of prepayment,Unallocated amortization of prepayment,Unallocated amortization of prepayment,,,,,"231,291,861",,,,,
