row_label_raw,row_label_full,col_0,31/12/2021VND’000,1/1/2021VND’000,numeric__31/12/2021VND’000,numeric__1/1/2021VND’000
Short-term deposits,Short-term deposits,Short-term deposits,"7,400,000",-,,
Long-term deposits,Long-term deposits,Long-term deposits,-,"7,400,000",,
Held-to-maturity investments,Held-to-maturity investments,Held-to-maturity investments,"7,400,000","7,400,000",,
