row_label_raw,row_label_full,col_0,2021VND'000,2020VND'000,numeric__2021VND'000,numeric__2020VND'000
Net profit for the year,Net profit for the year,Net profit for the year,"261,123,629","51,790,958",,
Non-controlling interest,Non-controlling interest,Non-controlling interest,"(65,512,309)","(12,594,995)",,
Net profit attributable to ordinary shareholders,Net profit attributable to ordinary shareholders,Net profit attributable to ordinary shareholders,"195,611,320","39,195,963",,
