row_label_raw,row_label_full,col_0,Code Note,Code Note_1,2021VND’000,2020VND’000,numeric__Code Note,numeric__Code Note_1,numeric__2021VND’000,numeric__2020VND’000
CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,CASH FLOWS FROM FINANCING ACTIVITIES,,,,
Proceeds from shares issuance and related transaction cost,CASH FLOWS FROM FINANCING ACTIVITIES > Proceeds from shares issuance and related transaction cost,Proceeds from shares issuance and related transaction cost,31,,"(42,624,809)","2,094,330,737",31.0,,,
Proceeds from borrowings and bonds,CASH FLOWS FROM FINANCING ACTIVITIES > Proceeds from borrowings and bonds,Proceeds from borrowings and bonds,33,,"6,608,097,474","13,350,232,314",33.0,,,
Payments to settle loan principals and bond issuance related costs,CASH FLOWS FROM FINANCING ACTIVITIES > Payments to settle loan principals and bond issuance related costs,Payments to settle loan principals and bond issuance related costs,34,,"(5,988,605,407)","(12,814,978,565)",34.0,,,
Net cash flows from financing activities,CASH FLOWS FROM FINANCING ACTIVITIES > Net cash flows from financing activities,Net cash flows from financing activities,40,,"576,867,258","2,629,584,486",40.0,,,
Net cash flows during the year (50 = 20 + 30 + 40),CASH FLOWS FROM FINANCING ACTIVITIES > Net cash flows during the year (50 = 20 + 30 + 40),Net cash flows during the year (50 = 20 + 30 + 40),50,,"284,312,896","(958,908,150)",50.0,,,
Cash and cash equivalents at the beginning of the year,CASH FLOWS FROM FINANCING ACTIVITIES > Cash and cash equivalents at the beginning of the year,Cash and cash equivalents at the beginning of the year,60,,"761,930,286","1,723,204,606",60.0,,,
Effect of exchange rate fluctuation on cash and cash equivalents,CASH FLOWS FROM FINANCING ACTIVITIES > Effect of exchange rate fluctuation on cash and cash equivalents,Effect of exchange rate fluctuation on cash and cash equivalents,61,,"(2,453,610)","(2,366,170)",61.0,,,
Cash and cash equivalents at the end of the year (70 = 50 + 60 + 61),CASH FLOWS FROM FINANCING ACTIVITIES > Cash and cash equivalents at the end of the year (70 = 50 + 60 + 61),Cash and cash equivalents at the end of the year (70 = 50 + 60 + 61),70,5,"1,043,789,572","761,930,286",70.0,5.0,,
