row_label_raw,row_label_full,col_0,31/12/2021VND’000,1/1/2021VND’000,numeric__31/12/2021VND’000,numeric__1/1/2021VND’000
Long-term other receivables,Long-term other receivables,Long-term other receivables,Long-term other receivables,Long-term other receivables,,
Land compensation receivable from Thai Nguyen,Land compensation receivable from Thai Nguyen,Land compensation receivable from Thai Nguyen,,,,
People’s Committee (c),People’s Committee (c),People’s Committee (c),"1,230,754,171","1,234,392,503",,
Deposit paid to Environment Protection Fund (d),Deposit paid to Environment Protection Fund (d),Deposit paid to Environment Protection Fund (d),"69,638,018","61,310,120",,
Net defined benefit assets,Net defined benefit assets,Net defined benefit assets,"43,599,772",-,,
Others,Net defined benefit assets > Others,Others,"582,828","2,607,828",582.828,
,,,"1,344,574,789","1,298,310,451",,
