row_label_raw,row_label_full,col_0,2021VND'000,2020VND'000,numeric__2021VND'000,numeric__2020VND'000
Insurance claims expenses,Insurance claims expenses,Insurance claims expenses,"9,852,770",-,,
Loss from disposal of fixed assets,Loss from disposal of fixed assets,Loss from disposal of fixed assets,"1,201,810","8,776,981",,
Tax penalties,Tax penalties,Tax penalties,-,"9,370,848",,
Others,Others,Others,"73,589,141","40,660,742",,
,,,"84,643,721","58,808,571",,
