row_label_raw,row_label_full,col_0,2021VND'000,2020VND'000,numeric__2021VND'000,numeric__2020VND'000
Office supplies,Office supplies,Office supplies,"55,680,642","34,849,671",,
Outside services,Outside services,Outside services,"45,511,156","32,536,700",,
Depreciation expenses,Depreciation expenses,Depreciation expenses,"75,048,753","33,890,379",,
Salary expenses,Salary expenses,Salary expenses,"330,781,719","123,630,449",,
Tax and legal fees,Tax and legal fees,Tax and legal fees,"8,289,893","5,267,848",,
Others,Others,Others,"122,718,517","51,974,021",,
,,,"638,030,680","282,149,068",,
