row_label_raw,row_label_full,col_0,31/12/2021Nghìn VND,1/1/2021Nghìn VND,numeric__31/12/2021Nghìn VND,numeric__1/1/2021Nghìn VND
Chi phí hoạt động,Chi phí hoạt động,Chi phí hoạt động,437.977.940,563.082.117,437977940.0,563082117.0
Tiền lãi vay phải trả,Tiền lãi vay phải trả,Tiền lãi vay phải trả,214.245.456,228.436.211,214245456.0,228436211.0
Trích trước chi phí tài chính khác,Trích trước chi phí tài chính khác,Trích trước chi phí tài chính khác,1.791.962,14.691.057,1791962.0,14691057.0
Phí phát hành cổ phiếu,Phí phát hành cổ phiếu,Phí phát hành cổ phiếu,-,42.624.809,,42624809.0
Phí tư vấn,Phí tư vấn,Phí tư vấn,474.240,42.620.276,474240.0,42620276.0
Thuế và phí tài nguyên,Thuế và phí tài nguyên,Thuế và phí tài nguyên,159.686.751,25.766.750,159686751.0,25766750.0
Tiền thưởng,Tiền thưởng,Tiền thưởng,180.705.685,15.469.188,180705685.0,15469188.0
Chi phí xây dựng phải trả,Chi phí xây dựng phải trả,Chi phí xây dựng phải trả,3.364.036,10.576.562,3364036.0,10576562.0
Chi phí phải trả khác,Chi phí phải trả khác,Chi phí phải trả khác,2.298.368,1.380.829,2298368.0,1380829.0
,,,1.000.544.438,944.647.799,1000544438.0,944647799.0
